"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","M_MORTDUE","M_VALUE","M_YOJ","M_DEROG","M_DELINQ","M_CLAGE","M_NINQ","M_CLNO","M_DEBTINC"
0,12200,67474,88473,"DebtCon","Other",2,0,0,234.775996681806,3,26,29.0972987931023,0,0,0,0,0,0,0,0,0
0,21500,71636,96678,"HomeImp","Office",13,0,0,135.940541489769,0,13,37.8724737176311,0,0,0,0,0,0,0,0,0
0,13000,44875,57713,"DebtCon","Other",0,1,0,184.990324385145,1,12,28.6020760707287,0,0,0,0,0,0,0,0,0
0,24500,33537,57048,"DebtCon","Other",14,0,0,99.3761325152303,1,24,28.4950048119458,0,0,0,0,0,0,0,0,0
0,41200,141705,207314,"HomeImp","ProfExe",6,0,0,144.622418306086,0,31,36.7762635573634,0,0,0,0,0,0,0,0,0
0,20900,69233,105434,"DebtCon","Other",10,2,0,242.164257157988,1,13,40.1636505324969,0,0,1,0,0,0,0,0,0
0,9000,50170,64309,"DebtCon","Mgr",7,0,3,120.431226094062,2,11,39.9754898278161,0,0,0,1,0,0,0,0,0
0,12200,61302,90873,"DebtCon","Other",2,0,0,35.9735416123737,1,4,39.9736131545033,0,0,0,0,0,0,0,0,0
0,20800,31933,26732,"DebtCon","ProfExe",6,0,0,103.031129534221,1,19,21.3042720861893,1,0,0,0,0,0,0,0,0
0,13600,13202,50848,"DebtCon","ProfExe",3,0,0,302.201915111474,0,16,16.7785766910755,0,0,0,0,0,0,0,0,0
0,25100,118559,150172,"DebtCon","Office",4,3,0,279.198021427696,1,37,42.9879794613495,0,0,0,1,1,0,0,0,0
0,26800,96895,144482,"DebtCon","Mgr",23,0,0,201.967875165094,0,13,40.1621606531842,0,0,0,0,0,0,0,0,0
0,28000,62376,104073,"DebtCon","Other",16,1,0,146.141929566588,0,30,39.759849639032,0,0,0,0,0,0,0,0,0
1,15000,8200,42075,"DebtCon","ProfExe",18,1,0,122.233148148148,0,23,32.7750793613936,0,0,0,0,0,0,0,0,1
1,12300,49800,64000,"DebtCon","ProfExe",23,0,2,232.333333333333,3,17,36.7746399541733,0,0,0,0,0,0,0,0,1
0,4800,67317,97191,"NotProvided","Mgr",3,0,0,137.319724808842,0,23,34.2752937772243,0,0,0,0,0,0,0,0,0
1,18700,66003,82410,"DebtCon","Mgr",0,1,0,85.7738075695273,1,23,51.5173853016865,0,0,0,0,0,0,0,0,0
0,6700,58741,68225,"DebtCon","ProfExe",9,0,3,173.574416302675,1,31,23.5870132276728,0,0,0,0,0,0,0,0,0
0,15400,25822,43334,"NotProvided","Office",1,0,0,211.016641939741,0,15,40.5294051260219,0,0,0,0,0,0,0,0,0
0,5900,39609,51189,"HomeImp","NotProvided",1,0,0,91.2666666666667,0,0,12.7491806446757,1,0,0,0,0,1,0,0,0
0,9200,55643,75267,"HomeImp","Other",2,0,1,224.882232016141,2,15,35.6293543893422,0,0,0,0,0,0,0,0,0
0,32800,37231,80347,"DebtCon","Other",9,0,0,113.936592924481,1,24,32.1700196226686,0,0,0,1,1,0,1,0,0
1,5000,71571,85100,"DebtCon","ProfExe",1.4,0,1,82.1333333333333,0,13,38.0934146385609,0,0,0,0,0,0,0,0,1
0,21200,103264,148968,"HomeImp","ProfExe",8,0,0,161.859118560896,1,22,34.5485412706288,0,0,0,0,0,0,0,0,0
1,31000,30000,72000,"DebtCon","Mgr",20,2,0,127.3,1,14,33.2992957591728,0,0,0,0,0,0,0,0,1
1,24800,37200,67000,"DebtCon","Other",10,1,8,242.466666666667,4,23,38.7077797090438,0,0,0,0,0,0,0,0,1
0,32300,28213,40515,"DebtCon","Other",0,0,0,55.0442425211134,0,7,15.3968766590426,0,0,0,0,0,0,0,0,0
0,17400,49765,66782,"DebtCon","Mgr",27,0,0,272.590482471684,1,16,39.3830645042206,0,0,0,0,0,0,0,0,0
0,23700,82983,106877,"DebtCon","Other",0,0,0,177.017674415499,2,24,40.9952082180116,0,0,1,0,0,0,0,0,0
1,17000,74910,112375,"DebtCon","Office",41,0,0,95.2,3,28,48.569574037045,0,0,0,0,0,0,0,0,1
0,29200,50105,83815,"DebtCon","Other",21,0,0,188.201028645171,0,26,35.59575066875,0,0,0,0,0,0,0,0,0
1,15000,68000,96000,"DebtCon","Mgr",12,0,3,109.566666666667,0,24,42.7693867049037,0,0,0,0,0,0,0,0,1
0,25000,140000,183600,"DebtCon","ProfExe",12.6,0,1,148.133333333333,0,37,45.3941685451633,0,0,0,0,0,0,0,0,1
0,23300,91957,135827,"DebtCon","ProfExe",13,0,1,203.071687510954,0,20,27.8333561247975,0,0,1,0,0,0,0,0,0
0,14600,76194,106461,"DebtCon","Other",4,0,0,80.706197627383,1,13,34.5295500861991,0,0,0,0,0,0,0,0,0
0,10100,81263,98536,"DebtCon","Mgr",1,0,0,73.1604477082967,1,23,38.3312557215482,0,0,0,0,0,0,0,0,0
0,21000,90267,134000,"HomeImp","ProfExe",7,0,0,160.9,0,32,7.61406542233381,0,0,0,0,0,0,0,0,1
1,26500,14000,45000,"DebtCon","Other",0,0,0,195.233333333333,1,7,26.4063319575071,0,0,0,0,0,0,0,0,1
1,4900,25597,23031,"HomeImp","Other",5,0,0,101.746766439263,0,8,33.2431569778701,0,0,0,0,0,0,0,0,0
0,23400,81379,105005,"DebtCon","Other",6,0,0,186.890924575832,1,24,37.8897687063691,0,0,1,0,0,0,0,0,0
1,10500,2800,18600,"HomeImp","Other",24,1,1,165.768017205315,2,17,41.1407520785698,1,0,0,1,1,1,1,1,1
0,9200,69657,89082,"DebtCon","NotProvided",3,0,0,217.321154677088,0,16,28.749890366136,0,0,0,0,0,0,0,0,0
0,22400,16630,56824,"DebtCon","Other",25,0,1,199.738464604099,0,24,27.0277874290607,0,0,0,0,0,0,0,0,0
1,24400,119000,144400,"DebtCon","Mgr",33,0,2,229.3,7,36,62.8017320885471,0,0,0,0,0,0,0,0,1
0,15100,96763,114896,"HomeImp","Office",2,0,0,144.529649993127,0,21,36.3717040286733,0,0,0,0,0,0,0,0,0
0,15300,62094,96938,"NotProvided","ProfExe",9,0,0,141.981234478935,0,15,25.4071425093511,0,0,0,0,0,1,0,0,0
0,10700,115118,124198,"DebtCon","Self",6,1,0,174.34182326453,0,19,31.7579905800791,0,0,0,0,0,0,0,0,0
0,11700,101520,110617,"DebtCon","Other",18,0,2,198.543348069693,1,16,38.7212594477466,0,0,0,0,0,0,0,0,0
0,20800,107787,182140,"DebtCon","Office",7,0,0,214.330568212156,3,23,41.9284694940078,0,0,0,0,0,0,0,0,0
0,20200,59347,97816,"HomeImp","ProfExe",18,0,0,618.735890155602,1,24,21.6686422733165,0,0,0,0,0,0,0,0,0
0,10700,83650,203720,"HomeImp","Self",11,0,0,13.5886939620579,1,8,19.5877105460911,0,0,0,0,0,0,1,0,0
0,15700,58410,89082,"DebtCon","Office",29,0,0,211.805674373449,0,21,31.0583725068012,0,0,0,0,0,0,0,0,0
0,12500,53354,79893,"HomeImp","Office",10,2,0,249.435954284618,1,29,35.0208857853529,0,0,0,0,0,0,0,0,0
0,8900,75441,116950,"HomeImp","Office",26,0,0,322.731195710119,2,37,33.7885236739267,0,0,0,0,0,0,0,0,0
0,16700,62933,91790,"DebtCon","Other",2,0,0,185.372462417628,0,31,35.2572714903333,0,0,0,0,0,0,0,0,0
0,10000,7718,77750,"DebtCon","Other",8,0,0,261.8,0,14,40.3617699058642,0,0,0,0,0,0,0,0,1
1,11900,108763,128780,"DebtCon","Office",8,0,0,60.3779329027192,3,21,49.4181143776877,0,0,0,0,0,0,0,0,0
0,19000,42488,65636,"DebtCon","Other",7,0,0,90.6764443535409,3,14,42.2267164807612,0,0,0,0,0,0,0,0,0
0,20000,59964,1e+05,"DebtCon","Office",8,0,1,106.833333333333,2,18,44.4749177025514,0,0,0,1,0,0,0,0,1
0,17100,27842,74459,"HomeImp","Other",7,0,0,248.718780083937,0,49,44.5521541518542,0,0,1,0,0,0,0,0,0
1,40000,120000,159000,"DebtCon","Other",0,0,1,314.5,6,52,42.5578290981091,0,0,0,0,0,0,0,0,1
0,49200,40694,69777,"DebtCon","Office",3,1,0,205.104882411107,0,16,30.2149043427151,0,0,0,0,1,0,0,0,0
0,13000,80587,110064,"DebtCon","Other",6,0,0,85.0091967310969,1,13,33.9900397445867,0,0,0,0,0,0,0,0,0
0,8900,38010,42309,"HomeImp","Other",6,0,1,56.9370963483537,0,10,37.3595299100687,1,0,1,1,0,0,0,0,0
0,27500,54511,84470,"DebtCon","Other",9,0,1,140.247796019782,3,29,40.2782983031163,0,0,0,0,0,0,0,0,0
0,14700,89448,115380,"DebtCon","Office",11,0,0,222.815088918813,0,12,40.5247968689235,0,0,0,0,0,0,0,0,0
0,17800,36902,57622,"HomeImp","Other",9,0,0,121.879702651786,0,10,19.14211656788,0,0,0,0,0,0,0,0,0
1,10000,26197,46600,"HomeImp","ProfExe",9,0,0,165.966666666667,2,9,27.9002639041563,0,0,0,0,0,0,0,0,1
0,10600,64546,84576,"DebtCon","Other",0,0,1,173.625284266537,2,35,28.9718037681756,0,0,0,1,1,0,1,0,0
0,5200,91250,110000,"HomeImp","Office",24,0,0,123.766666666667,1,12,23.6428538294615,0,0,0,0,0,0,0,0,1
1,38000,106000,160000,"DebtCon","Other",24,0,6,240.466666666667,0,33,43.1146909002469,0,0,0,0,0,0,0,0,1
0,15700,64793,99157,"HomeImp","ProfExe",22,0,0,244.731673545843,1,23,38.328188879205,0,0,0,0,0,0,0,0,0
0,20800,150507,126763,"NotProvided","ProfExe",4,0,0,102.422387851761,2,33,31.9903109962076,0,0,0,0,0,0,0,0,0
0,12400,25805,31414,"DebtCon","Other",2,1,0,107.666666666667,1,8,38.2372255975554,0,0,0,1,1,1,1,1,0
1,19000,100670,122581,"DebtCon","Mgr",10,0,1,81.2525474156702,0,27,41.8636310541507,0,0,0,0,1,0,0,0,0
0,32400,51220,106361,"DebtCon","Office",3,0,0,172.362147963869,2,24,36.489097212995,0,0,0,0,0,0,0,0,0
0,8500,58327,75044,"HomeImp","Mgr",2,0,2,123.365356333551,0,22,28.111813831414,0,0,0,0,0,0,0,0,0
0,18900,127269,203737,"HomeImp","ProfExe",14,0,0,206.20003675961,0,21,36.2728583590094,0,0,0,0,0,0,0,0,0
0,15600,102572,112721,"DebtCon","Office",3,0,1,271.270791033646,0,33,29.6344148868855,0,0,0,0,0,0,0,0,0
0,11400,112930,144830,"DebtCon","ProfExe",2,0,0,271.238037316457,1,46,33.2510793141467,0,0,0,0,0,0,0,0,0
0,12500,26286,36002,"DebtCon","Other",2,0,0,167.657980818612,3,23,38.4386818575853,0,0,0,1,1,1,1,1,0
0,18500,23618,37539,"NotProvided","Office",1,0,0,199.723777099748,0,15,36.982729198296,0,0,0,0,0,0,0,0,0
0,16900,71672,96677,"DebtCon","Other",1,0,0,153.791694816034,0,30,35.3278361683049,0,0,0,0,0,0,0,0,0
1,14500,149000,181157,"DebtCon","ProfExe",25,0,2,384.5,0,71,64.2724768978462,0,1,0,0,0,0,0,0,1
0,22600,34226,85424,"DebtCon","ProfExe",9,0,0,277.848656401603,0,18,38.0056831985832,0,0,0,0,0,0,0,0,0
0,6400,62746,75016,"DebtCon","ProfExe",12,0,0,133.101547828179,0,20,40.1881231275332,0,0,0,0,0,0,0,0,0
0,30300,54352,79302,"DebtCon","Office",0,0,0,152.202776869363,3,19,41.6293628196602,0,0,0,0,0,0,0,0,0
0,8000,70546,81272,"DebtCon","Sales",4,0,0,119.066922038222,0,31,33.3615863010947,0,0,0,0,0,0,0,0,0
0,10400,56610,86831,"HomeImp","Other",19,0,0,190.084829515369,0,28,24.6026585542004,0,0,0,0,0,0,0,0,0
0,10000,78000,97400,"HomeImp","ProfExe",1,0,0,72.0333333333333,1,20,23.7974010578158,0,0,0,0,0,0,0,0,1
1,14500,38986,49970,"HomeImp","Other",1,8,1,220.917261992876,0,17,47.9145211128818,0,0,0,0,0,0,0,0,0
1,3000,7524,33000,"HomeImp","Other",1,0,1,23.3,1,2,27.5232461434711,1,0,0,0,0,0,0,0,1
0,50400,40140,103789,"HomeImp","Self",9,0,0,208.766574824619,3,35,40.0152626677953,0,0,0,0,0,0,0,0,0
1,5000,81748,88112,"DebtCon","ProfExe",14,1,2,144.066666666667,2,17,32.2100503567001,0,1,0,0,0,0,0,0,1
0,53700,25813,78955,"HomeImp","Other",3,2,0,243.514855461819,7,14,42.998456034343,0,0,0,0,0,0,0,0,0
1,12200,97000,109800,"HomeImp","ProfExe",5,0,0,152.133333333333,3,33,43.6809650115534,0,0,0,0,0,0,0,0,1
0,13100,70878,86743,"DebtCon","ProfExe",10,0,0,174.881743849873,0,11,39.7844082571633,0,0,0,0,0,0,0,0,0
0,15700,40314,60640,"HomeImp","Other",25,0,0,255.527460255155,0,13,22.540680115959,0,0,0,0,0,0,0,0,0
0,18100,27186,77694,"HomeImp","Other",19,0,0,249.413361595615,0,50,43.7279304784992,0,0,1,0,0,0,0,0,0
0,28800,151328,194243,"HomeImp","Self",2,0,0,174.977052821835,0,17,42.11254012772,0,0,0,0,0,0,0,0,0
0,22500,127709,167975,"DebtCon","Office",1,0,0,367.189515064125,3,51,37.8880498081856,0,0,0,1,0,0,1,0,0
0,17000,97713,164869,"NotProvided","Other",10,0,3,253.476316595902,0,23,36.4522957937523,0,0,1,0,1,0,1,0,0
1,25000,11300,154340,"DebtCon","Other",19,1,5,119.666666666667,1,21,41.8698933357931,0,0,0,0,0,0,0,0,1
0,26100,75164,108483,"DebtCon","Mgr",7,0,0,300.835958057961,2,28,30.0714020464436,0,0,0,0,0,0,0,0,0
1,12300,48238,66603,"HomeImp","Office",6,0,1,80.3889829399589,1,11,40.019104549619,0,0,0,0,0,0,0,0,0
0,42600,22446,66485,"DebtCon","Other",17,0,0,204.203633173032,0,30,41.1562759364565,0,0,0,0,0,0,0,0,0
0,9000,12340,36133,"NotProvided","NotProvided",22,0,1,287.226796283376,1,5,31.7038147222688,0,0,1,1,1,1,1,1,0
0,12400,26452,65317,"HomeImp","Other",19,0,0,349.279610818802,0,6,35.714418428817,1,0,1,0,0,0,0,0,0
0,12600,103960,127384,"DebtCon","NotProvided",2,0,0,129.015499411535,0,25,34.4794547644115,0,0,0,0,0,0,0,0,0
0,15200,61767,100320,"NotProvided","Other",12,0,0,190.256475982843,0,9,33.7999922828237,1,0,1,0,0,0,0,0,0
0,59500,47485,69981,"DebtCon","Other",4,0,0,100.139311153251,0,20,29.473673305136,0,0,0,0,0,0,0,0,0
0,19700,19349,133226,"DebtCon","Other",9,0,0,342.316357332939,1,9,40.1479083505543,0,0,0,0,0,0,0,0,0
0,17700,60260,90196,"HomeImp","ProfExe",11,0,1,177.854845534487,0,14,29.6071711095316,0,0,0,0,0,0,0,0,0
0,16000,133193,160919,"DebtCon","Mgr",0,0,0,223.338521083368,0,18,37.3015175009898,0,0,1,0,0,0,0,0,0
0,17000,54780,93091,"DebtCon","ProfExe",4,0,0,115.375332389476,1,21,37.5086246703372,0,0,0,0,0,0,0,0,0
0,12800,73624,103213,"DebtCon","Other",10,0,0,201.650844211464,0,20,19.5572728293982,0,0,0,0,0,0,0,0,0
1,7200,46000,67000,"DebtCon","Other",24,0,0,142,1,14,35.0840009349929,0,0,0,0,0,0,0,0,1
0,7800,55394,63567,"DebtCon","Other",23,0,0,262.014357645615,2,29,38.9839384861821,0,0,0,0,0,0,0,0,0
0,22000,48000,80990,"DebtCon","Mgr",6,0,0,262.733333333333,2,26,20.610706646792,0,0,0,0,0,0,0,0,1
0,18000,23252,50750,"DebtCon","ProfExe",16,0,0,180.6,1,20,23.9156148806287,0,0,0,0,0,0,0,0,1
0,14800,49000,98900,"HomeImp","Other",0.1,0,3,51.6666666666667,1,10,39.7750878505013,0,0,0,0,0,0,0,0,1
0,14600,4810,88000,"HomeImp","Other",14,0,1,266.833333333333,0,23,30.6810151543054,0,0,0,0,0,0,0,0,1
0,29000,152065,192445,"HomeImp","Self",2,0,0,166.948568332995,0,16,41.5638392453426,0,0,0,0,0,0,0,0,0
0,12400,83018,96637,"DebtCon","Other",2,0,0,95.9021313329597,2,32,41.2447791940881,0,0,0,0,0,0,0,0,0
0,16300,56075,88870,"NotProvided","ProfExe",11,0,0,313.037945323979,1,16,24.6892936846797,0,0,0,0,0,1,0,0,0
0,36400,86853,131508,"DebtCon","Mgr",30,0,0,349.694399379884,0,19,40.1070313607003,0,0,0,0,0,0,0,0,0
0,22300,21571,42590,"DebtCon","Other",25,0,0,297.674462714979,4,13,33.1170173572688,0,0,0,0,0,0,1,0,0
1,14700,63000,89250,"DebtCon","ProfExe",4,0,0,87.4666666666667,0,28,43.5723075092734,0,0,0,0,0,0,0,0,1
0,8800,26607,39710,"HomeImp","Office",0,0,0,104.69282515063,1,30,38.3267282134326,0,0,0,0,0,0,0,0,0
0,15500,158506,179499,"DebtCon","ProfExe",8,0,0,195.686025895981,4,26,40.739346389733,0,0,0,1,0,0,0,0,0
0,16100,107758,124610,"DebtCon","ProfExe",0,0,0,129.178898129411,0,29,34.2115674001172,0,0,0,0,0,0,0,0,0
0,35000,240994,39401,"DebtCon","Mgr",3,0,1,210.501817360725,3,50,42.9675116347976,0,0,0,0,0,0,0,0,0
0,17200,7044,57831,"DebtCon","Sales",0,0,0,330.97090434443,0,6,37.9433151392701,0,0,0,0,0,0,0,0,0
0,17400,11147,166496,"HomeImp","Mgr",23,0,0,73.4675177609655,1,19,29.5316641505536,0,0,0,0,0,0,0,0,0
0,20600,147855,125839,"NotProvided","ProfExe",4,1,0,97.1095836252597,3,34,29.6975066533766,0,0,0,0,0,0,0,0,0
0,17700,107395,133433,"DebtCon","ProfExe",6,0,0,96.1575617348686,0,13,27.5922773811744,0,0,0,0,0,0,0,0,0
0,17200,89507,121047,"DebtCon","Other",14,0,0,118.86613394723,1,9,34.6028273961986,0,0,0,0,0,0,0,0,0
1,14000,46400,62245,"DebtCon","Other",18,0,1,145.066666666667,1,14,38.6796335720688,0,1,0,0,0,0,0,0,1
0,25100,24205,54464,"DebtCon","Other",25,0,0,116.440769660204,0,11,22.4593693638124,0,0,0,0,0,0,0,0,0
0,7400,56596,72861,"HomeImp","Mgr",3,0,1,141.962149254744,0,23,28.3002456365015,0,0,0,0,0,0,0,0,0
0,18600,96476,119780,"DebtCon","Office",0,0,2,264.153124675702,0,29,40.8057433635023,0,0,0,1,0,0,0,0,0
1,21400,95147,132304,"DebtCon","Office",7,1,5,206.127664819867,1,18,36.2356653890785,0,0,0,0,0,0,0,0,0
0,22900,64350,93126,"DebtCon","Office",6,0,0,181.826046339305,0,16,39.3913521073718,0,0,0,1,1,0,1,0,0
0,25600,140649,212089,"HomeImp","ProfExe",4,0,0,187.871420915022,0,29,40.0332186250543,0,0,0,0,0,0,0,0,0
0,22200,138121,180144,"DebtCon","ProfExe",22,0,0,240.703069028082,1,24,40.6218941558906,0,0,0,0,0,0,0,0,0
0,14600,86199,95034,"HomeImp","Office",6,0,0,164.295050007092,1,25,41.546002515045,0,0,1,0,0,0,0,0,0
0,12200,90154,110479,"DebtCon","ProfExe",9,0,0,196.926405906273,2,37,43.1890315024131,0,0,0,0,0,0,0,0,0
0,10100,114590,215784,"HomeImp","ProfExe",2,0,0,123.169182759905,0,14,27.8450837802585,0,0,0,0,0,0,0,0,0
0,13500,40786,66872,"DebtCon","Mgr",0,0,0,247.584249084249,0,10,35.3641397230486,0,0,1,1,1,1,1,1,0
0,8300,67715,86945,"DebtCon","ProfExe",14,0,0,221.474924812139,0,17,25.1942972112141,0,0,0,0,0,0,0,0,0
0,4900,67794,84630,"HomeImp","Other",4,0,0,112.573418882591,0,15,41.6739963615285,0,0,0,0,0,0,0,0,0
0,21400,128095,167824,"DebtCon","ProfExe",6,0,0,180.41735424085,0,38,17.4957004872084,0,0,0,0,0,0,0,0,0
0,18900,127559,154545,"DebtCon","Mgr",8,0,0,216.669515351762,0,18,36.9158782039657,0,0,1,0,0,0,0,0,0
0,18200,13925,94898,"DebtCon","Other",22,0,0,223.901918007922,2,41,35.9982254053923,0,0,0,0,0,0,0,0,0
0,14100,86730,117667,"DebtCon","ProfExe",1,0,2,134.355574497392,0,34,31.9805104700758,0,0,0,0,0,0,0,0,0
0,16000,57944,89778,"HomeImp","ProfExe",2,0,0,135.60607791313,0,12,25.725793663741,0,0,0,0,0,0,0,0,0
0,22700,35261,54701,"HomeImp","Self",3,0,0,134.108261970406,0,11,24.5248249904322,0,0,0,0,1,0,1,0,0
0,7700,51045,91068,"HomeImp","Other",20,0,0,179.240935568564,0,28,27.2310939697088,0,0,0,0,0,0,0,0,0
0,10700,54091,67661,"HomeImp","Other",27,0,2,188.533989084415,0,24,38.5893723449015,0,0,0,0,0,0,0,0,0
0,15300,57840,86903,"DebtCon","Other",0,0,0,110.827224415471,4,11,38.8261775228782,0,0,0,0,0,0,0,0,0
0,12600,37699,59874,"HomeImp","Other",22,0,0,114.235951571295,0,23,38.6826760373556,0,0,0,0,0,0,0,0,0
0,18200,16386,170310,"HomeImp","Mgr",23,0,0,73.0072773025154,2,20,29.8046014447764,0,0,0,0,0,0,0,0,0
1,6700,20566,20631,"HomeImp","Mgr",4,0,0,174.721834129067,1,8,62.246451123425,1,0,0,0,0,0,0,0,0
1,5500,22608,43132,"HomeImp","Other",0.2,0,0,125.03135341575,2,6,40.9570903166137,1,0,1,1,1,1,1,1,1
1,9100,2800,11550,"HomeImp","Other",17,0,0,51.9333333333333,1,3,31.3042674339862,1,0,1,0,0,0,0,0,1
0,12300,69499,104045,"DebtCon","Other",8,0,0,219.090489113637,0,20,18.5847569497464,0,0,0,0,0,0,0,0,0
0,17600,67285,90816,"DebtCon","Other",1,1,2,104.592866879445,2,25,35.5922535410394,0,0,0,0,0,0,0,0,0
0,27700,67446,99206,"DebtCon","ProfExe",11,0,0,286.965971116712,0,32,38.9951644014219,0,0,0,0,0,0,0,0,0
0,17600,71366,87862,"DebtCon","Office",5,0,0,116.796685094916,0,20,23.4001371174725,0,0,0,0,0,0,0,0,0
0,13200,93254,125738,"HomeImp","Mgr",3,0,3,156.545451240761,0,25,42.7366655683595,0,0,0,0,0,0,0,0,0
0,22400,98238,135561,"DebtCon","ProfExe",1,0,0,194.282099152662,0,20,29.3736071700713,0,0,1,0,0,0,0,0,0
0,21600,93937,147792,"DebtCon","ProfExe",23,0,0,156.667312200079,0,25,40.190636075158,0,0,0,0,0,0,0,0,0
0,26000,119553,158687,"DebtCon","Mgr",5,0,0,290.758504486295,0,24,36.977518904641,0,0,0,0,0,0,0,0,0
0,23000,32946,52054,"HomeImp","Self",6,0,0,123.067216743139,0,10,24.0218171200304,0,0,0,0,1,0,1,0,0
0,44100,29515,51165,"DebtCon","Other",0,5,4,130.496982896823,4,19,27.105115820237,1,0,1,0,1,0,1,0,0
0,18600,48711,69611,"HomeImp","Office",2,0,0,130.253133658522,0,17,33.6911880186066,0,0,0,0,0,0,0,0,0
0,79100,23553,103807,"HomeImp","NotProvided",25,0,1,142.193457944569,0,13,31.4699373977212,0,0,0,0,0,0,0,0,0
0,28500,21000,41763,"DebtCon","Other",12,1,0,92.8669885959045,2,13,21.9018559974161,1,0,0,0,1,0,1,0,0
0,16100,45973,64430,"HomeImp","Office",3,0,0,117.073753160052,0,17,33.8247163983922,0,0,0,0,0,0,0,0,0
1,19300,27747,43740,"DebtCon","Office",7,1,0,167.657980818612,1,16,35.0860705511766,0,0,0,0,0,0,0,0,0
1,8000,58000,73750,"DebtCon","Mgr",22,0,4,221.433333333333,1,20,41.2752089933703,0,0,0,0,0,0,0,0,1
0,20200,41479,70102,"DebtCon","Office",5,0,0,172.911714875671,2,26,33.8346711742807,0,0,0,0,0,0,0,0,0
0,13100,74832,98616,"HomeImp","ProfExe",6,0,0,101.362289640973,1,26,27.0214806541761,0,0,0,0,0,0,0,0,0
0,27100,24494,77479,"DebtCon","Other",5,1,1,101.312916704679,1,26,31.1245538557761,0,0,1,0,0,0,0,0,0
0,21100,9124,26450,"DebtCon","ProfExe",6,1,0,112.578243090428,0,19,19.8429024853617,1,0,0,0,0,0,0,0,0
0,15900,49516,105352,"HomeImp","Other",0,0,2,54.4373256165897,0,9,40.2706076181683,0,0,0,0,0,0,0,0,0
1,20200,82181,119535,"DebtCon","Office",41,0,0,105.219296749992,3,28,52.7348606122913,0,0,0,0,0,0,0,0,0
1,15000,63000,100050,"DebtCon","Other",7,1,0,135.3,1,20,34.0159149760408,0,0,1,0,0,0,0,0,1
0,13600,18232,75898,"DebtCon","ProfExe",19,0,2,399.355701452036,0,12,21.2608948535616,0,0,0,0,0,0,0,0,0
1,15000,38000,54869,"DebtCon","Office",8,0,2,150.499867907338,0,17,37.518365749865,1,0,0,1,1,1,1,1,1
0,8200,171456,246758,"DebtCon","Sales",6,0,0,138.154818167227,0,21,40.3378607575539,0,0,1,0,0,0,0,0,0
0,14500,100685,129840,"HomeImp","ProfExe",9,0,0,166.846396294626,2,32,27.5272270512801,0,0,0,0,0,0,0,0,0
1,14600,21340,44605,"DebtCon","Office",13,0,0,126.73042832608,0,5,36.4631916703112,0,0,0,0,0,0,0,0,0
1,15000,83000,114000,"DebtCon","ProfExe",18,0,0,207.233333333333,0,27,28.9107571404291,0,0,0,0,0,0,0,0,1
0,20000,125000,162975,"DebtCon","ProfExe",7,0,0,178.533333333333,0,38,36.0442517548819,0,0,0,0,0,0,0,0,1
0,13000,15374,59309,"HomeImp","Other",6,2,0,355.131229111374,1,21,15.8236155536275,0,0,0,0,0,0,0,0,0
1,11200,114000,139200,"DebtCon","Mgr",5,0,0,213.566666666667,1,36,38.0740905930028,0,0,0,0,0,0,0,0,1
0,13500,109258,126101,"DebtCon","NotProvided",2,0,0,130.776569978279,1,25,33.5398874774528,0,0,0,0,0,0,0,0,0
0,22400,32665,56639,"DebtCon","Other",13,0,0,101.75835507463,1,25,31.4700312811462,0,0,0,0,0,0,0,0,0
0,21200,109747,174666,"DebtCon","Office",7,0,0,211.807226702308,3,24,40.3948398896096,0,0,0,0,0,0,0,0,0
1,11600,57939,69774,"DebtCon","Mgr",5,0,0,91.991645920292,0,12,72.264093333317,0,0,0,0,0,0,0,0,0
0,51300,36084,85255,"HomeImp","Self",10,0,0,166.727934894011,0,22,26.5726250148251,1,0,0,0,0,0,0,0,0
0,16800,50050,140222,"DebtCon","Other",4,0,0,272.499835329761,5,43,40.0333782430521,0,0,0,0,0,0,0,0,0
0,21000,65205,86313,"DebtCon","NotProvided",4,0,0,99.3694703464827,0,15,40.1431707484849,0,0,0,0,0,0,0,0,0
0,40000,145351,208657,"HomeImp","ProfExe",3,0,0,153.826543769643,0,31,36.099926976161,0,0,0,0,0,0,0,0,0
0,13100,61853,73480,"NotProvided","Other",13,0,0,258.937154224528,0,26,28.73085116535,0,0,0,0,0,0,0,0,0
0,13700,53094,79069,"HomeImp","Other",2,0,2,155.815286514958,0,13,29.5563663852198,0,0,0,0,0,0,0,0,0
1,10000,28000,73250,"HomeImp","Other",2,0,0,28.9666666666667,4,12,40.0484400442841,0,0,0,0,0,0,0,0,1
1,9100,28550,40300,"HomeImp","Other",5,0,0,109.535635519348,7,33,23.0829053415232,0,0,0,0,0,0,0,0,0
1,13900,103030,114131,"DebtCon","Mgr",3,0,0,102.433333333333,0,0,38.3942224443863,0,0,0,0,0,1,0,0,0
0,13200,69697,91722,"HomeImp","Office",24,1,0,183.523729288592,1,14,39.7521717890362,0,0,0,0,0,0,0,0,0
0,8700,76008,95976,"DebtCon","ProfExe",0,0,0,140.510053819198,2,27,30.0222451551921,0,0,0,1,1,1,1,1,0
1,15000,62674,76950,"HomeImp","Mgr",8,1,5,249.533333333333,0,31,36.2890025975597,0,0,0,0,0,0,0,0,1
