Year;Gender;Age; Marital Status;Educational Level;Religion;Job;Description of the charge;crime;Number
2014;Female;26;Married;High School;Muslim;House Maid;Rape;Rape;1
2014;Female;28;Single;High School;Muslim;Servant;Rape;Rape;1
2014;Female;31;Single;High School;Muslim;Unemployed;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Female;39;Married;High School;Muslim;House Wife;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Male;34;Single;High School;Hindu;Guard;Theft from / in a company or institution;Thefting;1
2014;Female;40;Married;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2014;Female;32;Divorced;High School;Muslim;Supervisor;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;38;Not Specified;High School;Hindu;Worker;Murder;Murder;1
2014;Male;30;Married;High School;Muslim;Manager;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;40;Married;High School;Muslim;Security Officer;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;9;Single;High School;Hindu;Student;Murder;Murder;1
2014;Male;11;Single;High School;Muslim;Student;Theft from / on a public road;Thefting;1
2014;Male;14;Single;High School;Christian;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;48;Married;High School;Muslim;Worker;Assault on the integrity of the body of others leading to permanent disability;Assault;1
2014;Male;38;Single;High School;Muslim;Not Specified;Theft from / in an apartment;Burglary;1
2014;Male;69;Married;High School;Muslim;Business Man;Theft from / on a public road;Thefting;1
2014;Male;28;Single;High School;Muslim;Worker;Theft from / in workers' housing;Thefting;1
2014;Male;10;Single;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2014;Male;46;Single;High School;Christian;Manager;Theft from / in the villa;Burglary;1
2014;Male;13;Single;High School;Muslim;Not Specified;Theft from / in school;Thefting;1
2014;Male;28;Not Specified;High School;Hindu;Assistant;Murder;Murder;1
2014;Female;56;Widow;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;33;Married;High School;Muslim;Business Man;Rape;Rape;1
2014;Male;32;Single;High School;Muslim;Worker;Theft from / in a company or institution;Thefting;1
2014;Female;34;Married;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2014;Female;40;Married;High School;Muslim;Executive Director;Rape;Rape;1
2014;Male;47;Married;High School;Muslim;Clerk;Theft from / in an apartment;Burglary;1
2014;Male;32;Married;High School;Muslim;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;32;Single;High School;Muslim;Not Specified;The attempted murder;Murder;1
2014;Male;44;Single;High School;Hindu;Worker;The attempted murder;Murder;1
2014;Male;30;Single;High School;Muslim;Representative;Murder;Murder;1
2014;Male;33;Single;High School;Muslim;Clerk;Theft from / in a company or institution;Thefting;1
2014;Male;29;Married;High School;Muslim;Baker;The attempted murder;Murder;1
2014;Male;16;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;31;Married;High School;Hindu;Builder;Theft from / in a company or institution;Thefting;1
2014;Male;40;Married;High School;Hindu;Electric Assisstant;Theft from / in the warehouse;Thefting;1
2014;Male;14;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;27;Single;High School;Hindu;Seller;Theft from / in a company or institution;Thefting;1
2014;Male;44;Married;High School;Muslim;Not Specified;Theft from / in a company or institution;Thefting;1
2014;Male;53;Single;High School;Muslim;Driver;Murder;Murder;1
2014;Female;48;Married;High School;Christian;Officer;Murder;Murder;1
2014;Male;47;Married;High School;Hindu;Store Keeper;Theft from / in a company or institution;Thefting;1
2014;Male;41;Married;High School;Muslim;Worker;Theft from / in a company or institution;Thefting;1
2014;Female;32;Single;High School;Muslim;Worker;Theft from / in a company or institution;Thefting;1
2014;Male;43;Married;High School;Muslim;Not Specified;Truck Thifting;Thefting;1
2014;Male;33;Single;High School;Muslim;Assistant;Theft from / in a company or institution;Thefting;1
2014;Male;49;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2014;Male;32;Single;High School;Muslim;Smith;Murder;Murder;1
2014;Male;34;Single;High School;Christian;Sales Executive;Motorcycle theft;Thefting;1
2014;Male;42;Married;High School;Christian;Investor;Theft from / in a company or institution;Thefting;1
2014;Male;38;Single;High School;Hindu;Driver;Theft from / in a company or institution;Thefting;1
2014;Male;27;Single;High School;Muslim;Not Specified;Theft from / in a company or institution;Thefting;1
2014;Male;33;Single;High School;Muslim;Worker;Theft from / in a desert or remote area;Thefting;1
2014;Male;27;Married;High School;Muslim;Driver;Theft from / in a company or institution;Thefting;1
2014;Male;30;Single;High School;Muslim;Not Specified;Theft from / in the warehouse;Thefting;1
2014;Male;36;Married;High School;Muslim;Partner;Car Thift;Thefting;1
2014;Male;29;Not Specified;High School;Muslim;carpenter;Assaulting the safety of the body of others leading to death;Assault;1
2014;Male;42;Married;High School;Hindu;Construction Assisstant;Theft from / in the warehouse;Thefting;1
2014;Female;33;Married;High School;Muslim;Not Specified;Theft from / in a company or institution;Thefting;1
2014;Female;28;Not Specified;High School;Christian;Not Specified;Rape;Rape;1
2014;Male;24;Single;High School;Muslim;Representative;Theft from / in workers' housing;Thefting;1
2014;Male;27;Not Specified;High School;Hindu;carpenter;Murder;Murder;1
2014;Male;32;Single;High School;Not Specified;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;41;Single;High School;Hindu;Worker;Theft from / in the warehouse;Thefting;1
2014;Male;37;Single;High School;Hindu;Sales Executive;Theft from / on a public road;Thefting;1
2014;Male;26;Single;High School;Muslim;Farmer;Theft from / in workers' housing;Thefting;1
2014;Male;12;Single;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2014;Male;48;Single;High School;Hindu;Not Specified;Theft from / in a company or institution;Thefting;1
2014;Female;31;Married;High School;Hindu;House Wife;Murder;Murder;1
2014;Male;28;Single;High School;Muslim;Unemployed;Theft from / in an apartment;Burglary;1
2014;Male;62;Single;High School;Hindu;Assistant;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;32;Single;High School;Muslim;Smith;Murder;Murder;1
2014;Male;17;Single;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2014;Male;17;Single;High School;Muslim;Student;Theft from / on a public road;Thefting;1
2014;Male;27;Single;High School;Muslim;Representative;Theft from / in an apartment;Burglary;1
2014;Male;26;Single;High School;Muslim;Worker;Murder;Murder;1
2014;Male;25;Married;High School;Muslim;Business Man;Murder;Murder;1
2014;Female;5;Single;High School;Muslim;Student;Assaulting the safety of the body of others leading to death;Assault;1
2014;Male;23;Single;High School;Buddhist;Seller;Theft from / in workers' housing;Thefting;1
2014;Male;24;Single;High School;Muslim;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;25;Single;High School;Muslim;secretary;Theft from / in an apartment;Burglary;1
2014;Male;6;Single;High School;Muslim;Unemployed;Rape;Rape;1
2014;Male;24;Not Specified;High School;Muslim;Worker;Murder;Murder;1
2014;Male;27;Single;High School;Hindu;Not Specified;Theft from / in workers' housing;Thefting;1
2014;Female;27;Single;High School;Christian;Worker;Rape;Rape;1
2014;Female;32;Single;High School;Muslim;Servant;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Male;15;Single;High School;Muslim;Assistant;Kidnapping;Kidnapping;1
2014;Male;29;Single;High School;Hindu;Not Specified;Murder;Murder;1
2014;Male;29;Not Specified;High School;Muslim;Clerk;Murder;Murder;1
2014;Male;32;Single;High School;Hindu;Electric Assisstant;Theft from / in the warehouse;Thefting;1
2014;Male;25;Single;High School;Christian;Painter;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;9;Single;High School;Hindu;Student;Theft from / on a public road;Thefting;1
2014;Male;26;Single;High School;Sikh;Driver;Theft from / in a company or institution;Thefting;1
2014;Male;16;Single;High School;Muslim;Not Specified;Kidnapping;Kidnapping;1
2014;Male;17;Single;High School;Muslim;Not Specified;The attempted murder;Murder;1
2014;Male;23;Single;High School;Christian;Waitor;Theft from / in a company or institution;Thefting;1
2014;Female;27;Not Specified;High School;Buddhist;Seller;Murder;Murder;1
2014;Male;26;Not Specified;High School;Hindu;Partner;Murder;Murder;1
2014;Female;28;Single;High School;Muslim;Sales Executive;Theft from / in an apartment;Burglary;1
2014;Male;22;Single;High School;Christian;Not Specified;Theft from / in workers' housing;Thefting;1
2014;Female;36;Single;High School;Muslim;Worker;Murder;Murder;1
2014;Male;16;Single;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2014;Female;30;Single;High School;Muslim;Seller;Rape;Rape;1
2014;Female;33;Married;High School;Muslim;Receptionist;Theft from / in a hospital;Thefting;1
2014;Female;28;Single;High School;Christian;Clerk;Theft from / in an apartment;Burglary;1
2014;Female;29;Single;High School;Christian;Representative;Murder;Murder;1
2014;Male;22;Married;High School;Muslim;Driver;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;23;Single;High School;Christian;Builder;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;29;Single;High School;Muslim;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;14;Single;High School;Muslim;Student;Theft from / on a public road;Thefting;1
2014;Male;32;Single;High School;Hindu;Driver;Theft from / in the warehouse;Thefting;1
2014;Male;31;Single;High School;Muslim;Employee;Theft from / in an apartment;Burglary;1
2014;Male;29;Single;High School;Muslim;Assistant;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;27;Single;High School;Christian;Worker;Theft from / in workers' housing;Thefting;1
2014;Female;31;Single;High School;Christian;Business Man;Theft from / on a public road;Thefting;1
2014;Female;23;Single;High School;Muslim;Sales Executive;Rape;Rape;1
2014;Male;24;Single;High School;Not Specified;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;30;Single;High School;Muslim;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;34;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;27;Married;High School;Christian;Representative;Murder;Murder;1
2014;Male;34;Single;High School;Muslim;Employee;Theft from / in a building;Thefting;1
2014;Female;1;Not Specified;High School;Sikh;Unemployed;Murder;Murder;1
2014;Male;23;Not Specified;High School;Muslim;Builder;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;22;Single;High School;Christian;Seller;Rape;Rape;1
2014;Female;37;Single;High School;Muslim;Employee;Theft from / in an apartment;Burglary;1
2014;Male;36;Single;High School;Buddhist;Worker;The attempted murder;Murder;1
2014;Male;49;Single;High School;Muslim;Baker;Theft from / in a company or institution;Thefting;1
2014;Male;24;Single;High School;Muslim;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;28;Single;High School;Muslim;Seller;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;29;Single;High School;Muslim;Sales Executive;Set fire to explosives;vandalism;1
2014;Female;45;Married;High School;Christian;Servant;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;43;Married;High School;Muslim;Business Man;Theft from / on a public road;Thefting;1
2014;Male;31;Single;High School;Christian;Electric Assisstant;Theft from / in the warehouse;Thefting;1
2014;Female;9;Single;High School;Not Specified;Unemployed;Theft from / on a public road;Thefting;1
2014;Male;23;Single;High School;Hindu;Clerk;Theft from / in a company or institution;Thefting;1
2014;Male;29;Single;High School;Muslim;Barber;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;26;Single;High School;Hindu;Not Specified;Theft from / in the warehouse;Thefting;1
2014;Female;21;Single;High School;Christian;Sales Executive;Rape;Rape;1
2014;Male;25;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;38;Single;High School;Hindu;Manager;Car Thift;Thefting;1
2014;Female;31;Married;High School;Christian;Not Specified;The attempted murder;Murder;1
2014;Female;24;Single;High School;Hindu;Not Specified;Rape;Rape;1
2014;Male;24;Single;High School;Muslim;Waitor;Theft from / in an apartment;Burglary;1
2014;Male;25;Single;High School;Muslim;Unemployed;Theft from / in a company or institution;Thefting;1
2014;Female;27;Single;High School;Buddhist;Worker;Murder;Murder;1
2014;Male;45;Single;High School;Christian;Not Specified;Theft from / in workers' housing;Thefting;1
2014;Female;24;Single;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Female;29;Single;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Male;20;Not Specified;High School;Not Specified;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;31;Single;High School;Sikh;Worker;Assaulting the safety of the body of others leading to death;Assault;1
2014;Female;20;Single;High School;Muslim;Servant;Rape;Rape;1
2014;Male;45;Single;High School;Muslim;Assistant;Human trafficking / slavery-like practices;Human Trafficking;1
2014;Male;26;Single;High School;Muslim;Waitor;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;35;Married;High School;Muslim;Business Man;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Female;23;Single;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2014;Male;29;Single;High School;Muslim;Grocer;Theft from / in a company or institution;Thefting;1
2014;Male;42;Single;High School;Muslim;Driver;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Male;19;Single;High School;Not Specified;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2014;Female;27;Single;High School;Muslim;Servant;Human trafficking / exploitation of the prostitution of others;Human Trafficking;1
2014;Female;19;Married;High School;Muslim;Sales Executive;Human trafficking / exploitation of the prostitution of others;Human Trafficking;1
2014;Female;41;Divorced;High School;Muslim;Business Man;Theft from / in an apartment;Burglary;1
2014;Female;60;Single;High School;Muslim;Business Woman;Theft from / in a company or institution;Thefting;1
2014;Male;26;Single;High School;Not Specified;Messenger;Theft from / in exhibition ;Thefting;1
2014;Male;27;Not Specified;High School;Muslim;Chef;Murder;Murder;1
2015;Male;96;Married;High School;Muslim;Business Man;Stealing from / on a farm;Burglary;1
2015;Female;76;Widow;High School;Muslim;House Wife;The attempted murder;Murder;1
2015;Male;37;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Female;26;Married;High School;Muslim;Not Specified;Car Thift;Thefting;1
2015;Female;27;Married;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Female;63;Married;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2015;Female;33;Single;High School;Muslim;Employee;Rape;Rape;1
2015;Male;32;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;59;Married;High School;Muslim;Driver;Theft from / in a desert or remote area;Thefting;1
2015;Male;57;Married;High School;Muslim;Business Man;Stealing from / on a farm;Burglary;1
2015;Female;37;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2015;Female;25;Single;High School;Muslim;Student;The attempted murder;Murder;1
2015;Male;40;Married;High School;Muslim;Not Specified;Stealing from / on a farm;Burglary;1
2015;Male;62;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;25;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;44;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;44;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Female;56;Widow;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2015;Male;23;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;58;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;73;Married;High School;Muslim;Not Specified;Theft from / in farm;Burglary;1
2015;Female;35;Married;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Female;59;Widow;High School;Muslim;House Wife;Theft from / in farm;Burglary;1
2015;Male;72;Married;High School;Muslim;Retired;Theft from / in a desert or remote area;Thefting;1
2015;Male;43;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Female;46;Divorced;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;32;Married;High School;Muslim;Retired;Car Thift;Thefting;1
2015;Male;74;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;55;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;28;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;63;Married;High School;Muslim;Unemployed;Theft from / in farm;Burglary;1
2015;Male;65;Married;High School;Muslim;Retired;Stealing from / on a farm;Burglary;1
2015;Male;32;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2015;Male;26;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2015;Male;52;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;33;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2015;Male;61;Not Specified;High School;Muslim;Not Specified;Stealing from / on a farm;Burglary;1
2015;Female;34;Divorced;High School;Muslim;House Wife;Theft from / in an apartment;Burglary;1
2015;Male;58;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;73;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;34;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;61;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Female;48;Divorced;High School;Muslim;House Wife;Theft from / in farm;Burglary;1
2015;Male;59;Married;High School;Muslim;companion;Stealing from / on a farm;Burglary;1
2015;Male;22;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;50;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;58;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;52;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;50;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;30;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;30;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;70;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Female;57;Divorced;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2015;Male;43;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Female;60;Married;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2015;Female;69;Widow;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2015;Female;76;Married;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2015;Male;55;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;56;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;51;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Female;55;Divorced;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2015;Male;32;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2015;Male;36;Married;High School;Muslim;Student;Theft from / in the villa;Burglary;1
2015;Female;59;Widow;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Male;30;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;41;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2015;Male;52;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;34;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;32;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;54;Married;High School;Muslim;House Wife;Theft from / in a company or institution;Thefting;1
2015;Male;31;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;65;Married;High School;Muslim;Driver;Theft from / in farm;Burglary;1
2015;Male;58;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;21;Single;High School;Muslim;Not Specified;Car Thift;Thefting;1
2015;Male;36;Married;High School;Muslim;Employee;Deliberately setting fire to car;vandalism;1
2015;Female;32;Divorced;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2015;Male;80;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;72;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;75;Married;High School;Muslim;Guard;Theft from / in a desert or remote area;Thefting;1
2015;Female;60;Widow;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Female;36;Divorced;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Male;37;Married;High School;Muslim;Business Man;Theft from / in a company or institution;Thefting;1
2015;Female;24;Married;High School;Muslim;House Wife;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;26;Married;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2015;Male;29;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;24;Married;High School;Muslim;Unemployed;Murder;Murder;1
2015;Male;50;Divorced;High School;Muslim;Unemployed;Stealing from / on a farm;Burglary;1
2015;Male;23;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;72;Divorced;High School;Muslim;Engineer;Stealing from / on a farm;Burglary;1
2015;Male;22;Not Specified;High School;Muslim;Student;Murder;Murder;1
2015;Male;43;Married;High School;Muslim;Unemployed;Theft from / in the villa;Burglary;1
2015;Male;59;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2015;Male;31;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;58;Married;High School;Muslim;Business Man;Theft from / in places of worship;Thefting;1
2015;Male;25;Married;High School;Muslim;Engineer;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;24;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;31;Single;High School;Muslim;Student;Theft from / in a company or institution;Thefting;1
2015;Male;69;Not Specified;High School;Muslim;Employee;Murder;Murder;1
2015;Male;48;Married;High School;Muslim;Employee;Deliberately setting fire to car;vandalism;1
2015;Female;51;Divorced;High School;Muslim;House Wife;Deliberately setting fire to buildings;vandalism;1
2015;Female;25;Married;High School;Muslim;House Wife;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;31;Divorced;High School;Muslim;Student;Rape;Rape;1
2015;Male;50;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Male;21;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;28;Single;High School;Muslim;Student;Murder;Murder;1
2015;Male;46;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;23;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2015;Male;42;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Male;21;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2015;Male;22;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;24;Married;High School;Muslim;Student;Kidnapping;Kidnapping;1
2015;Male;48;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2015;Male;20;Single;High School;Muslim;Student;The attempted murder;Murder;1
2015;Male;35;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;23;Single;High School;Muslim;Student;Theft from / in farm;Burglary;1
2015;Male;57;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2015;Female;21;Married;High School;Muslim;Not Specified;Kidnapping;Kidnapping;1
2015;Male;28;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2015;Male;75;Not Specified;High School;Muslim;Unemployed;Assaulting the safety of the body of others leading to death;Assault;1
2015;Male;50;Married;High School;Muslim;Employee;Deliberately setting fire to farms;vandalism;1
2015;Male;56;Married;High School;Muslim;Not Specified;Theft from / in farm;Burglary;1
2015;Male;44;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2015;Male;19;Single;High School;Muslim;Baby;The attempted murder;Murder;1
2015;Male;30;Married;High School;Muslim;Employee;Theft from / in an apartment;Burglary;1
2015;Female;27;Single;High School;Muslim;Student;Rape;Rape;1
2015;Male;19;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;18;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;16;Single;High School;Muslim;Unemployed;The attempted murder;Murder;1
2015;Male;64;Married;High School;Muslim;Imam;House Burglary ;Burglary;1
2015;Male;26;Married;High School;Muslim;Employee;Deliberately setting fire to car;vandalism;1
2015;Male;36;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;37;Divorced;High School;Muslim;House Wife;Car Thift;Thefting;1
2015;Female;50;Married;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2015;Male;15;Single;High School;Muslim;Unemployed;Kidnapping;Kidnapping;1
2015;Male;41;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2015;Male;33;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2015;Female;57;Married;High School;Muslim;House Wife;Theft from / in farm;Burglary;1
2015;Female;66;Widow;High School;Muslim;House Wife;House Burglary ;Burglary;1
2015;Male;20;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;52;Divorced;High School;Muslim;House Wife;Deliberately setting fire to car;vandalism;1
2015;Female;15;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Female;18;Married;High School;Muslim;House Wife;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2015;Male;46;Married;High School;Muslim;Auditor;Theft from / in the villa;Burglary;1
2015;Male;47;Married;High School;Not Specified;Worker;Theft from / in a company or institution;Thefting;1
2015;Male;47;Married;High School;Not Specified;Worker;Theft from / in the warehouse;Thefting;1
2015;Female;28;Single;High School;Muslim;Clerk;House Burglary ;Burglary;1
2015;Male;47;Married;High School;Muslim;Investor;Car Thift;Thefting;1
2015;Female;28;Married;High School;Muslim;Doctor;Theft from / in an apartment;Burglary;1
2015;Male;35;Married;High School;Muslim;Driver;Theft from / on a public road;Thefting;1
2015;Male;40;Single;High School;Muslim;Worker;Theft from / in a desert or remote area;Thefting;1
