date,average_price,total_volume,type,region
2020-03-19,1.34,110278.1,A,Pittsburgh
2020-03-12,1.34,108624.25,A,Pittsburgh
2020-03-05,1.02,174567.14,A,Pittsburgh
2020-02-26,1.33,103906,A,Pittsburgh
2020-02-19,1.33,91579.18,A,Pittsburgh
2020-02-12,1.28,100215.44,A,Pittsburgh
2020-02-05,1.02,157981.65,A,Pittsburgh
2020-01-29,1.26,107225.04,A,Pittsburgh
2020-01-22,1.04,159303.6,A,Pittsburgh
2020-01-15,1.08,168143.15,A,Pittsburgh
2020-01-08,1.02,152780.85,A,Pittsburgh
2020-01-01,1.02,141043.91,A,Pittsburgh
2020-12-31,1.02,2173591.74,A,Plains
2020-12-24,1.26,1576731.65,A,Plains
2020-12-17,1.05,1829991.74,A,Plains
2020-12-10,1.15,1606464.12,A,Plains
2020-12-03,1.19,1630974,A,Plains
2020-11-26,1.28,1280491,A,Plains
2020-11-19,1.12,1729745,A,Plains
2020-11-12,1.26,1625590,A,Plains
2020-11-05,1.48,1380036.54,A,Plains
2020-10-29,1.38,1536445.96,A,Plains
2020-10-22,1.48,1455487.08,A,Plains
2020-10-15,1.77,1232522.78,A,Plains
2020-10-08,1.81,1248620.9,A,Plains
2020-10-01,1.77,1309590.39,A,Plains
2020-09-24,1.75,1384407.83,A,Plains
2020-09-17,1.66,1369417.02,A,Plains
2020-09-10,1.6,1534772.16,A,Plains
2020-09-03,1.58,1531392.1,A,Plains
2020-08-27,1.37,1822828.12,A,Plains
2020-08-20,1.53,1548298.16,A,Plains
2020-08-13,1.43,1739844.71,A,Plains
2020-08-06,1.43,1762012.56,A,Plains
2020-07-30,1.46,1718325.16,A,Plains
2020-07-23,1.39,1854451.3,A,Plains
2020-07-16,1.38,1843260.04,A,Plains
2020-07-09,1.32,2106705.01,A,Plains
2020-07-02,1.31,2223310.81,A,Plains
2020-06-25,1.35,2035318.57,A,Plains
2020-06-18,1.35,1993421.09,A,Plains
2020-06-11,1.31,2120488.01,A,Plains
2020-06-04,1.31,2136102.71,A,Plains
2020-05-28,1.38,1975524.7,A,Plains
2020-05-21,1.33,1840889.79,A,Plains
2020-05-14,1.33,1894833.35,A,Plains
2020-05-07,1.13,2617237.35,A,Plains
2020-04-30,1.19,2080438.13,A,Plains
2020-04-23,1.18,2143445.39,A,Plains
2020-04-16,1.35,1808002.16,A,Plains
2020-04-09,1.28,1868022.01,A,Plains
2020-04-02,1.29,1818148.12,A,Plains
2020-03-26,1.33,1704624.12,A,Plains
2020-03-19,1.3,1679882.22,A,Plains
2020-03-12,1.29,1602700.69,A,Plains
2020-03-05,1.25,1601599.81,A,Plains
2020-02-26,1.05,2008263.47,A,Plains
2020-02-19,0.96,2087617.13,A,Plains
2020-02-12,0.94,2097983.48,A,Plains
2020-02-05,0.76,3575499.21,A,Plains
2020-01-29,1.06,2057899.39,A,Plains
2020-01-22,1.09,1812652.88,A,Plains
2020-01-15,1.05,2064194.02,A,Plains
2020-01-08,1.06,1890389.78,A,Plains
2020-01-01,0.83,2382742.62,A,Plains
2020-12-31,0.89,614950.95,A,Portland
2020-12-24,1.33,407742.01,A,Portland
2020-12-17,1.31,430915,A,Portland
2020-12-10,1.29,424741.73,A,Portland
2020-12-03,0.88,777430,A,Portland
2020-11-26,1.48,336192,A,Portland
2020-11-19,1.53,350149,A,Portland
2020-11-12,1.11,593320,A,Portland
2020-11-05,1.03,681564.98,A,Portland
2020-10-29,1.29,520629.7,A,Portland
2020-10-22,1.36,511400.66,A,Portland
2020-10-15,1.25,546932.09,A,Portland
2020-10-08,1.9,363427.67,A,Portland
2020-10-01,1.84,362296.15,A,Portland
2020-09-24,1.82,354180.85,A,Portland
2020-09-17,1.83,378220.95,A,Portland
2020-09-10,1.87,384536.99,A,Portland
2020-09-03,1.76,415130.61,A,Portland
2020-08-27,1.34,597580.17,A,Portland
2020-08-20,1.32,671617.66,A,Portland
2020-08-13,1.71,432923.79,A,Portland
2020-08-06,1.58,540879.33,A,Portland
2020-07-30,1.34,575652.16,A,Portland
2020-07-23,1.15,606128.4,A,Portland
2020-07-16,1.38,530468.65,A,Portland
2020-07-09,0.7,1136070.26,A,Portland
2020-07-02,0.99,767074.64,A,Portland
2020-06-25,0.96,803349.86,A,Portland
2020-06-18,0.97,755535.79,A,Portland
2020-06-11,1,718937.65,A,Portland
2020-06-04,1.12,698957.23,A,Portland
2020-05-28,0.97,820850.36,A,Portland
2020-05-21,1.01,750346.5,A,Portland
2020-05-14,0.95,765147.43,A,Portland
2020-05-07,0.91,933826.15,A,Portland
2020-04-30,0.84,940104.32,A,Portland
2020-04-23,0.91,756075.76,A,Portland
2020-04-16,0.98,743878.59,A,Portland
2020-04-09,1.08,713478.54,A,Portland
2020-04-02,1.12,672306.68,A,Portland
2020-03-26,1.12,629914.06,A,Portland
2020-03-19,1.11,634212.88,A,Portland
2020-03-12,0.84,922940.33,A,Portland
2020-03-05,0.89,770551.84,A,Portland
2020-02-26,0.7,877633.92,A,Portland
2020-02-19,0.76,869425.93,A,Portland
2020-02-12,0.77,724514.73,A,Portland
2020-02-05,0.68,1189151.17,A,Portland
2020-01-29,0.76,909463.13,A,Portland
2020-01-22,0.87,711564.14,A,Portland
2020-01-15,0.85,758125.51,A,Portland
2020-01-08,0.85,877646.01,A,Portland
2020-01-01,0.73,869835.55,A,Portland
2020-12-31,0.92,419590.58,A,RaleighGreensboro
2020-12-24,1.27,248315.51,A,RaleighGreensboro
2020-12-17,1.24,253164.73,A,RaleighGreensboro
2020-12-10,1.03,356980.37,A,RaleighGreensboro
2020-12-03,1.18,307299,A,RaleighGreensboro
2020-11-26,1.36,225495,A,RaleighGreensboro
2020-11-19,1.36,247612,A,RaleighGreensboro
2020-11-12,1.4,254131,A,RaleighGreensboro
2020-11-05,1.39,271264.81,A,RaleighGreensboro
2020-10-29,1.48,251521.91,A,RaleighGreensboro
2020-10-22,1.63,229001.29,A,RaleighGreensboro
2020-10-15,1.63,243992.86,A,RaleighGreensboro
2020-10-08,1.7,243412.06,A,RaleighGreensboro
2020-10-01,1.63,249920.93,A,RaleighGreensboro
2020-09-24,1.54,273060.96,A,RaleighGreensboro
2020-09-17,1.47,274560.95,A,RaleighGreensboro
2020-09-10,1.57,250327.75,A,RaleighGreensboro
2020-09-03,1.54,263532.84,A,RaleighGreensboro
2020-08-27,1.47,293278.78,A,RaleighGreensboro
2020-08-20,1.42,297724.56,A,RaleighGreensboro
2020-08-13,1.39,275406.02,A,RaleighGreensboro
2020-08-06,1.29,288674.63,A,RaleighGreensboro
2020-07-30,1.31,289052.93,A,RaleighGreensboro
2020-07-23,1.31,286761.46,A,RaleighGreensboro
2020-07-16,1.3,270590.36,A,RaleighGreensboro
2020-07-09,1.25,309542.11,A,RaleighGreensboro
2020-07-02,1.22,314536.29,A,RaleighGreensboro
2020-06-25,1.24,297426.95,A,RaleighGreensboro
2020-06-18,1.34,263858.47,A,RaleighGreensboro
2020-06-11,1.3,302596.77,A,RaleighGreensboro
2020-06-04,1.43,303913.24,A,RaleighGreensboro
2020-05-28,1.41,318497.15,A,RaleighGreensboro
2020-05-21,1.39,312273.14,A,RaleighGreensboro
2020-05-14,1.33,311498.75,A,RaleighGreensboro
2020-05-07,1.33,375498.03,A,RaleighGreensboro
2020-04-30,1.44,309256.66,A,RaleighGreensboro
2020-04-23,1.4,305014.56,A,RaleighGreensboro
2020-04-16,1.44,288117.21,A,RaleighGreensboro
2020-04-09,1.45,268332.13,A,RaleighGreensboro
2020-04-02,1.39,309926.42,A,RaleighGreensboro
2020-03-26,1.41,296660.74,A,RaleighGreensboro
2020-03-19,1.39,280949.58,A,RaleighGreensboro
2020-03-12,1.42,281539.78,A,RaleighGreensboro
2020-03-05,1.32,282098.34,A,RaleighGreensboro
2020-02-26,1.21,329592.25,A,RaleighGreensboro
2020-02-19,1.27,286847.49,A,RaleighGreensboro
2020-02-12,1.18,292605.18,A,RaleighGreensboro
2020-02-05,0.97,455798.5,A,RaleighGreensboro
2020-01-29,1.26,296249.39,A,RaleighGreensboro
2020-01-22,1.14,326997.65,A,RaleighGreensboro
2020-01-15,1.27,277248.48,A,RaleighGreensboro
2020-01-08,1.22,305194.22,A,RaleighGreensboro
2020-01-01,1.18,283434.01,A,RaleighGreensboro
2020-12-31,0.83,315463.87,A,RichmondNorfolk
2020-12-24,1.19,206250.4,A,RichmondNorfolk
2020-12-17,1.13,199747.25,A,RichmondNorfolk
2020-12-10,1.04,253167.21,A,RichmondNorfolk
2020-12-03,1.02,261784,A,RichmondNorfolk
2020-11-26,1.24,163351,A,RichmondNorfolk
2020-11-19,1.23,187293,A,RichmondNorfolk
2020-11-12,1.26,200521,A,RichmondNorfolk
2020-11-05,1.15,250600.37,A,RichmondNorfolk
2020-10-29,1.33,217679.03,A,RichmondNorfolk
2020-10-22,1.39,206044.77,A,RichmondNorfolk
2020-10-15,1.46,211342.84,A,RichmondNorfolk
2020-10-08,1.62,159117.57,A,RichmondNorfolk
2020-10-01,1.54,205642.56,A,RichmondNorfolk
2020-09-24,1.47,206719.88,A,RichmondNorfolk
2020-09-17,1.44,200632.61,A,RichmondNorfolk
2020-09-10,1.47,192455.24,A,RichmondNorfolk
2020-09-03,1.44,208006.98,A,RichmondNorfolk
2020-08-27,1.38,215394.7,A,RichmondNorfolk
2020-08-20,1.33,224102.83,A,RichmondNorfolk
2020-08-13,1.35,214146.34,A,RichmondNorfolk
2020-08-06,1.26,234101.85,A,RichmondNorfolk
2020-07-30,1.26,229911.14,A,RichmondNorfolk
2020-07-23,1.13,266821.34,A,RichmondNorfolk
2020-07-16,1.17,267806.51,A,RichmondNorfolk
2020-07-09,1.19,257780.31,A,RichmondNorfolk
2020-07-02,1.21,257162.16,A,RichmondNorfolk
2020-06-25,1.21,251831.45,A,RichmondNorfolk
2020-06-18,1.28,245564.59,A,RichmondNorfolk
2020-06-11,1.31,248634.5,A,RichmondNorfolk
2020-06-04,1.38,261051.5,A,RichmondNorfolk
2020-05-28,1.25,288112.58,A,RichmondNorfolk
2020-05-21,1.17,271051.35,A,RichmondNorfolk
2020-05-14,1.13,257009.92,A,RichmondNorfolk
2020-05-07,1.12,365531.86,A,RichmondNorfolk
2020-04-30,1.18,285128.95,A,RichmondNorfolk
2020-04-23,1.25,262771.53,A,RichmondNorfolk
2020-04-16,1.28,251124.14,A,RichmondNorfolk
2020-04-09,1.22,260512.01,A,RichmondNorfolk
2020-04-02,1.19,288015.28,A,RichmondNorfolk
2020-03-26,1.26,258325.55,A,RichmondNorfolk
2020-03-19,1.29,250471.76,A,RichmondNorfolk
2020-03-12,1.35,254377.74,A,RichmondNorfolk
2020-03-05,1.31,230403.88,A,RichmondNorfolk
2020-02-26,1.13,281322.06,A,RichmondNorfolk
2020-02-19,1.18,241012.17,A,RichmondNorfolk
2020-02-12,1.13,255531.24,A,RichmondNorfolk
2020-02-05,1,379603.83,A,RichmondNorfolk
2020-01-29,1.18,259671.38,A,RichmondNorfolk
2020-01-22,1.13,286641.35,A,RichmondNorfolk
2020-01-15,1.15,261313.02,A,RichmondNorfolk
2020-01-08,1.18,275129.35,A,RichmondNorfolk
2020-01-01,1.11,240752.75,A,RichmondNorfolk
2020-12-31,0.81,194627.58,A,Roanoke
2020-12-24,1.09,137679.86,A,Roanoke
2020-12-17,1.08,124002.08,A,Roanoke
2020-12-10,1.05,137960.99,A,Roanoke
2020-12-03,0.99,166540,A,Roanoke
2020-11-26,1.16,92146,A,Roanoke
2020-11-19,1.09,112603,A,Roanoke
2020-11-12,1.19,126496,A,Roanoke
2020-11-05,1.08,176421.06,A,Roanoke
2020-10-29,1.3,143342.57,A,Roanoke
2020-10-22,1.42,115432.53,A,Roanoke
2020-10-15,1.49,114826.68,A,Roanoke
2020-10-08,1.66,87278.58,A,Roanoke
2020-10-01,1.59,112518.2,A,Roanoke
2020-09-24,1.51,118080.88,A,Roanoke
2020-09-17,1.5,113231.66,A,Roanoke
2020-09-10,1.53,110081.14,A,Roanoke
2020-09-03,1.45,115506.15,A,Roanoke
2020-08-27,1.43,126646.81,A,Roanoke
2020-08-20,1.41,123267.26,A,Roanoke
2020-08-13,1.38,109713,A,Roanoke
2020-08-06,1.29,124119.9,A,Roanoke
2020-07-30,1.29,123476.6,A,Roanoke
2020-07-23,1.17,141148.36,A,Roanoke
2020-07-16,1.16,159919.52,A,Roanoke
2020-07-09,1.11,157797.53,A,Roanoke
2020-07-02,1.13,156098.42,A,Roanoke
2020-06-25,1.15,146132.45,A,Roanoke
2020-06-18,1.16,152802.24,A,Roanoke
2020-06-11,1.16,155040.89,A,Roanoke
2020-06-04,1.23,151097.89,A,Roanoke
2020-05-28,1.15,165711.15,A,Roanoke
2020-05-21,1.01,172518.2,A,Roanoke
2020-05-14,0.99,164928.9,A,Roanoke
2020-05-07,1.02,221289.76,A,Roanoke
2020-04-30,1.22,162420.79,A,Roanoke
2020-04-23,1.24,146324.59,A,Roanoke
2020-04-16,1.2,158523.99,A,Roanoke
2020-04-09,1.26,145899.12,A,Roanoke
2020-04-02,1.15,169374.96,A,Roanoke
2020-03-26,1.21,146817.49,A,Roanoke
2020-03-19,1.23,141618.19,A,Roanoke
2020-03-12,1.26,143644.79,A,Roanoke
2020-03-05,1.15,149237.92,A,Roanoke
2020-02-26,1.13,153568.21,A,Roanoke
2020-02-19,1.12,141558.76,A,Roanoke
2020-02-12,1.03,159133.19,A,Roanoke
2020-02-05,0.97,212143.72,A,Roanoke
2020-01-29,1.13,143828.34,A,Roanoke
2020-01-22,1.04,163498.85,A,Roanoke
2020-01-15,1.06,158063.43,A,Roanoke
2020-01-08,1.13,146072.21,A,Roanoke
2020-01-01,0.97,142347.9,A,Roanoke
2020-12-31,1.03,578374.5,A,Sacramento
2020-12-24,1.14,469533.33,A,Sacramento
2020-12-17,1.2,404548.13,A,Sacramento
2020-12-10,1.07,474539.47,A,Sacramento
2020-12-03,1.17,427791,A,Sacramento
2020-11-26,1.45,304942,A,Sacramento
2020-11-19,1.45,331472,A,Sacramento
2020-11-12,1.23,442150,A,Sacramento
2020-11-05,1.36,407622.18,A,Sacramento
2020-10-29,1.45,374807.93,A,Sacramento
2020-10-22,1.58,337225.47,A,Sacramento
2020-10-15,1.68,342218.56,A,Sacramento
2020-10-08,1.66,348907.43,A,Sacramento
2020-10-01,1.74,318071.39,A,Sacramento
2020-09-24,1.7,314818.19,A,Sacramento
2020-09-17,1.61,354589.37,A,Sacramento
2020-09-10,1.63,361079.39,A,Sacramento
2020-09-03,1.79,358168.59,A,Sacramento
2020-08-27,1.87,341841.01,A,Sacramento
2020-08-20,1.82,331372.05,A,Sacramento
2020-08-13,1.44,455886.37,A,Sacramento
2020-08-06,1.46,471016.34,A,Sacramento
2020-07-30,1.41,503413.12,A,Sacramento
2020-07-23,1.46,444230.79,A,Sacramento
2020-07-16,1.58,461109.34,A,Sacramento
2020-07-09,1.44,505422.37,A,Sacramento
2020-07-02,1.55,509256,A,Sacramento
2020-06-25,1.5,492249.41,A,Sacramento
2020-06-18,1.59,448930.73,A,Sacramento
2020-06-11,1.55,440572.26,A,Sacramento
2020-06-04,1.61,428553.32,A,Sacramento
2020-05-28,1.55,481635.83,A,Sacramento
2020-05-21,1.64,403959.96,A,Sacramento
2020-05-14,1.56,410450.05,A,Sacramento
2020-05-07,1.4,560446.85,A,Sacramento
2020-04-30,1.62,391714.3,A,Sacramento
2020-04-23,1.6,370499.27,A,Sacramento
2020-04-16,1.58,370816.51,A,Sacramento
2020-04-09,1.36,431593.41,A,Sacramento
2020-04-02,1.58,385734.97,A,Sacramento
2020-03-26,1.57,375225.76,A,Sacramento
2020-03-19,1.59,372216.08,A,Sacramento
2020-03-12,1.61,354782.58,A,Sacramento
2020-03-05,1.32,431348.55,A,Sacramento
2020-02-26,1.08,499261.3,A,Sacramento
2020-02-19,1.2,431830.4,A,Sacramento
2020-02-12,1.08,423595.21,A,Sacramento
2020-02-05,0.98,808808.87,A,Sacramento
2020-01-29,1.08,513293.45,A,Sacramento
2020-01-22,0.98,532733.04,A,Sacramento
2020-01-15,1.2,469431.68,A,Sacramento
2020-01-08,1.15,506805.15,A,Sacramento
2020-01-01,0.98,526765.64,A,Sacramento
2020-12-31,0.98,619699.65,A,SanDiego
2020-12-24,1.17,397332.09,A,SanDiego
2020-12-17,0.73,719091.14,A,SanDiego
2020-12-10,1.13,442147.66,A,SanDiego
2020-12-03,1.08,479566,A,SanDiego
2020-11-26,1.24,384465,A,SanDiego
2020-11-19,1.25,409476,A,SanDiego
2020-11-12,1.16,433591,A,SanDiego
2020-11-05,1.04,493425.51,A,SanDiego
2020-10-29,1,593934.52,A,SanDiego
2020-10-22,1.57,343882.42,A,SanDiego
2020-10-15,1.67,322915.64,A,SanDiego
2020-10-08,1.83,314828.77,A,SanDiego
2020-10-01,1.78,321740.77,A,SanDiego
2020-09-24,1.74,330959.91,A,SanDiego
2020-09-17,1.71,341162.84,A,SanDiego
2020-09-10,1.71,351223.38,A,SanDiego
2020-09-03,1.52,402400.31,A,SanDiego
2020-08-27,1.79,356447.96,A,SanDiego
2020-08-20,1.65,379035.92,A,SanDiego
2020-08-13,1.24,499110.51,A,SanDiego
2020-08-06,1.34,476535.85,A,SanDiego
2020-07-30,1.48,444013.66,A,SanDiego
2020-07-23,1.46,455369.95,A,SanDiego
2020-07-16,1.48,449543.62,A,SanDiego
2020-07-09,1.21,575413.33,A,SanDiego
2020-07-02,1.23,584480.72,A,SanDiego
2020-06-25,1.05,586241.71,A,SanDiego
2020-06-18,1.1,591731.93,A,SanDiego
2020-06-11,1.17,522813.2,A,SanDiego
2020-06-04,1.13,559985.06,A,SanDiego
2020-05-28,1.27,532494.25,A,SanDiego
2020-05-21,1.27,481522.42,A,SanDiego
2020-05-14,1.08,556946.85,A,SanDiego
2020-05-07,1.05,613046.52,A,SanDiego
2020-04-30,1.18,498381.64,A,SanDiego
2020-04-23,1.18,500367.63,A,SanDiego
2020-04-16,1.29,465624.88,A,SanDiego
2020-04-09,1.22,461063.08,A,SanDiego
2020-04-02,1.22,455329.05,A,SanDiego
2020-03-26,1.28,430467.52,A,SanDiego
2020-03-19,1.25,460355.92,A,SanDiego
2020-03-12,1.24,445311.34,A,SanDiego
2020-03-05,1.04,517701.26,A,SanDiego
2020-02-26,0.88,572076.4,A,SanDiego
2020-02-19,0.97,497333.98,A,SanDiego
2020-02-12,0.7,645130.97,A,SanDiego
2020-02-05,0.63,892740.87,A,SanDiego
2020-01-29,0.65,776310.02,A,SanDiego
2020-01-22,0.74,695873.15,A,SanDiego
2020-01-15,0.87,580190.82,A,SanDiego
2020-01-08,0.96,582835.25,A,SanDiego
2020-01-01,0.93,560310.35,A,SanDiego
2020-12-31,0.92,1174818.67,A,SanFrancisco
2020-12-24,1.15,860922.52,A,SanFrancisco
2020-12-17,1.4,674625.07,A,SanFrancisco
2020-12-10,1.05,992871.42,A,SanFrancisco
2020-12-03,1.28,798853,A,SanFrancisco
2020-11-26,1.52,630939,A,SanFrancisco
2020-11-19,1.48,657693,A,SanFrancisco
2020-11-12,1.27,875104,A,SanFrancisco
2020-11-05,1.41,787625.8,A,SanFrancisco
2020-10-29,1.56,716567.05,A,SanFrancisco
2020-10-22,1.57,768374.15,A,SanFrancisco
2020-10-15,1.76,671239.19,A,SanFrancisco
2020-10-08,1.65,780710.38,A,SanFrancisco
2020-10-01,1.79,660452.07,A,SanFrancisco
2020-09-24,1.76,653751.09,A,SanFrancisco
2020-09-17,1.81,648318.59,A,SanFrancisco
2020-09-10,1.71,688636.33,A,SanFrancisco
2020-09-03,1.78,667860.21,A,SanFrancisco
2020-08-27,2.09,600153.2,A,SanFrancisco
2020-08-20,2.07,561541.93,A,SanFrancisco
2020-08-13,1.29,821395.74,A,SanFrancisco
2020-08-06,1.62,723557.56,A,SanFrancisco
2020-07-30,1.3,897443.52,A,SanFrancisco
2020-07-23,1.66,675183.5,A,SanFrancisco
2020-07-16,1.74,732328.94,A,SanFrancisco
2020-07-09,1.69,715078.15,A,SanFrancisco
2020-07-02,1.7,700809.09,A,SanFrancisco
2020-06-25,1.53,874937.71,A,SanFrancisco
2020-06-18,1.77,660386.27,A,SanFrancisco
2020-06-11,1.8,608604.75,A,SanFrancisco
2020-06-04,1.83,650426.37,A,SanFrancisco
2020-05-28,1.78,664075.57,A,SanFrancisco
2020-05-21,1.86,652301.59,A,SanFrancisco
2020-05-14,1.77,652375.87,A,SanFrancisco
2020-05-07,1.42,956829.89,A,SanFrancisco
2020-04-30,1.93,612104.34,A,SanFrancisco
2020-04-23,1.83,613563.9,A,SanFrancisco
2020-04-16,1.69,670281.46,A,SanFrancisco
2020-04-09,1.22,961954.91,A,SanFrancisco
2020-04-02,1.79,632537.9,A,SanFrancisco
2020-03-26,1.79,617981.91,A,SanFrancisco
2020-03-19,1.79,639050.82,A,SanFrancisco
2020-03-12,1.8,620908.22,A,SanFrancisco
2020-03-05,1.59,672242.8,A,SanFrancisco
2020-02-26,1.18,891688.67,A,SanFrancisco
2020-02-19,1.17,863688.61,A,SanFrancisco
2020-02-12,1.14,765983.21,A,SanFrancisco
2020-02-05,0.84,1557975.05,A,SanFrancisco
2020-01-29,1.13,909650.62,A,SanFrancisco
2020-01-22,0.94,1089513.11,A,SanFrancisco
2020-01-15,1.23,848267.19,A,SanFrancisco
2020-01-08,1.22,953770.46,A,SanFrancisco
2020-01-01,0.95,1047175.33,A,SanFrancisco
2020-12-31,1.1,559149.89,A,Seattle
2020-12-24,1.46,394845.19,A,Seattle
2020-12-17,1.49,361827.41,A,Seattle
2020-12-10,1.39,389912.46,A,Seattle
2020-12-03,1.26,500180,A,Seattle
2020-11-26,1.61,322421,A,Seattle
2020-11-19,1.62,347463,A,Seattle
2020-11-12,1.34,498620,A,Seattle
2020-11-05,1.37,503544.6,A,Seattle
2020-10-29,1.53,452358.05,A,Seattle
2020-10-22,1.48,468703.71,A,Seattle
2020-10-15,1.74,411343.55,A,Seattle
2020-10-08,2.02,358445.95,A,Seattle
2020-10-01,2.01,363941.68,A,Seattle
2020-09-24,1.99,367468.92,A,Seattle
2020-09-17,1.88,431277.46,A,Seattle
2020-09-10,2.07,388099.41,A,Seattle
2020-09-03,1.94,409075.07,A,Seattle
2020-08-27,1.54,562332.61,A,Seattle
2020-08-20,1.67,496897.67,A,Seattle
2020-08-13,1.81,438236.06,A,Seattle
2020-08-06,1.73,493703.62,A,Seattle
2020-07-30,1.72,470813.03,A,Seattle
2020-07-23,1.54,509159.42,A,Seattle
2020-07-16,1.68,473361.62,A,Seattle
2020-07-09,1,905064.3,A,Seattle
2020-07-02,1.21,682920.51,A,Seattle
2020-06-25,1.17,680060.61,A,Seattle
2020-06-18,1.16,696101.26,A,Seattle
2020-06-11,1.21,664560.99,A,Seattle
2020-06-04,1.21,681109.55,A,Seattle
2020-05-28,1.19,729001.29,A,Seattle
2020-05-21,1.25,628075.85,A,Seattle
2020-05-14,1.09,760302.75,A,Seattle
2020-05-07,1,962478.04,A,Seattle
2020-04-30,0.92,906413.45,A,Seattle
2020-04-23,1.11,653100.77,A,Seattle
2020-04-16,1.09,682386.6,A,Seattle
2020-04-09,0.96,838359.35,A,Seattle
2020-04-02,1.18,618377.56,A,Seattle
2020-03-26,1.16,608172.61,A,Seattle
2020-03-19,1.14,600698.43,A,Seattle
2020-03-12,0.91,846864.87,A,Seattle
2020-03-05,0.94,803073.94,A,Seattle
2020-02-26,0.8,823735.2,A,Seattle
2020-02-19,0.87,758887.32,A,Seattle
2020-02-12,0.77,750095.92,A,Seattle
2020-02-05,0.76,1093144.23,A,Seattle
2020-01-29,0.86,838930.98,A,Seattle
2020-01-22,0.85,865893.82,A,Seattle
2020-01-15,0.93,755537.27,A,Seattle
2020-01-08,0.8,938061.93,A,Seattle
2020-01-01,0.84,822000.04,A,Seattle
2020-12-31,0.99,460716.58,A,SouthCarolina
2020-12-24,1.22,294202.67,A,SouthCarolina
2020-12-17,1.04,348367.63,A,SouthCarolina
2020-12-10,1.02,382563.7,A,SouthCarolina
2020-12-03,1.12,349900,A,SouthCarolina
2020-11-26,1.25,269322,A,SouthCarolina
2020-11-19,1.23,295766,A,SouthCarolina
2020-11-12,1.23,340345,A,SouthCarolina
2020-11-05,1.28,308280.39,A,SouthCarolina
2020-10-29,1.32,310343.81,A,SouthCarolina
2020-10-22,1.57,275350.6,A,SouthCarolina
2020-10-15,1.69,275807.02,A,SouthCarolina
2020-10-08,1.56,316112.15,A,SouthCarolina
2020-10-01,1.64,296183.33,A,SouthCarolina
2020-09-24,1.57,300285.1,A,SouthCarolina
2020-09-17,1.46,311277.81,A,SouthCarolina
2020-09-10,1.42,286146.89,A,SouthCarolina
2020-09-03,1.44,328515.05,A,SouthCarolina
2020-08-27,1.41,333689.71,A,SouthCarolina
2020-08-20,1.4,348843.91,A,SouthCarolina
2020-08-13,1.36,370979.09,A,SouthCarolina
2020-08-06,1.37,336237.92,A,SouthCarolina
2020-07-30,1.3,359544.03,A,SouthCarolina
2020-07-23,1.3,382711.86,A,SouthCarolina
2020-07-16,1.28,385644.8,A,SouthCarolina
2020-07-09,1.24,380517.93,A,SouthCarolina
2020-07-02,1.28,413263.16,A,SouthCarolina
2020-06-25,1.17,406520.66,A,SouthCarolina
2020-06-18,1.3,356093.51,A,SouthCarolina
2020-06-11,1.3,404634.09,A,SouthCarolina
2020-06-04,1.33,423186.06,A,SouthCarolina
2020-05-28,1.41,393303.27,A,SouthCarolina
2020-05-21,1.38,363333.32,A,SouthCarolina
2020-05-14,1.34,367894.37,A,SouthCarolina
2020-05-07,1.19,531412.4,A,SouthCarolina
2020-04-30,1.34,429088.02,A,SouthCarolina
2020-04-23,1.36,374054.54,A,SouthCarolina
2020-04-16,1.37,368844.67,A,SouthCarolina
2020-04-09,1.38,345869.64,A,SouthCarolina
2020-04-02,1.38,366510.61,A,SouthCarolina
2020-03-26,1.41,343469.43,A,SouthCarolina
2020-03-19,1.37,332804.42,A,SouthCarolina
2020-03-12,1.4,325834.91,A,SouthCarolina
2020-03-05,1.31,326142.89,A,SouthCarolina
2020-02-26,1.06,404208.68,A,SouthCarolina
2020-02-19,1.14,331446.6,A,SouthCarolina
2020-02-12,0.99,395220.24,A,SouthCarolina
2020-02-05,0.81,706098.15,A,SouthCarolina
2020-01-29,1.11,395411.39,A,SouthCarolina
2020-01-22,1,451738.89,A,SouthCarolina
2020-01-15,1.14,369916.29,A,SouthCarolina
2020-01-08,1.15,352660.2,A,SouthCarolina
2020-01-01,1,402162.87,A,SouthCarolina
2020-12-31,0.85,6150665.32,A,SouthCentral
2020-12-24,1,5140296.84,A,SouthCentral
2020-12-17,0.9,4951756.35,A,SouthCentral
2020-12-10,0.8,6113749.37,A,SouthCentral
2020-12-03,0.84,6037641,A,SouthCentral
2020-11-26,0.96,4362824,A,SouthCentral
2020-11-19,0.97,4864335,A,SouthCentral
2020-11-12,0.95,5627547,A,SouthCentral
2020-11-05,0.99,5798077.88,A,SouthCentral
2020-10-29,1.1,5167419.42,A,SouthCentral
2020-10-22,1.15,4919102.69,A,SouthCentral
2020-10-15,1.3,4553170.77,A,SouthCentral
2020-10-08,1.32,4735152.21,A,SouthCentral
2020-10-01,1.34,4488892.01,A,SouthCentral
2020-09-24,1.33,4405343.75,A,SouthCentral
2020-09-17,1.27,4685091.86,A,SouthCentral
2020-09-10,1.22,4926555.69,A,SouthCentral
2020-09-03,1.24,4677784.49,A,SouthCentral
2020-08-27,1.17,5303260.4,A,SouthCentral
2020-08-20,1.06,5412866.59,A,SouthCentral
2020-08-13,1.05,6058478.32,A,SouthCentral
2020-08-06,1.03,5882728.51,A,SouthCentral
2020-07-30,1.06,5548390.24,A,SouthCentral
2020-07-23,1.05,5550586.51,A,SouthCentral
