"","category","amount","gender","city","state","fraud","age"
"305661","entertainment",83.74,"M","Saint Petersburg","FL","0",31
"305664","entertainment",79.11,"M","High Rolls Mountain Park","NM","0",53
"305849","kids_pets",78.29,"M","Cuyahoga Falls","OH","0",54
"306108","shopping_pos",751.01,"F","Ronceverte","WV","0",29
"306125","home",86.79,"M","Hewitt","WI","0",29
"306165","kids_pets",10.09,"M","Edinburg","VA","0",73
"306221","shopping_pos",74.99,"M","Deadwood","SD","0",50
"306261","misc_net",8.84,"M","Ruth","NV","0",74
"306401","misc_pos",4.2,"F","Cascade Locks","OR","0",84
"306456","misc_net",8.42,"M","Edmond","OK","0",27
"306498","grocery_pos",91.73,"M","New Boston","IL","0",27
"306815","gas_transport",73.32,"F","Meredith","CO","0",81
"306876","health_fitness",49.27,"F","Brunson","SC","0",46
"307098","kids_pets",20.8,"F","Comfort","WV","0",61
"307441","health_fitness",58.69,"M","Cochranton","PA","0",47
"307445","health_fitness",153.05,"M","Cochranton","PA","0",47
"307541","health_fitness",45.91,"F","Thrall","TX","0",44
"307849","kids_pets",111.19,"F","Tomales","CA","0",66
"307927","misc_net",2.58,"M","Freedom","WY","0",53
"308031","grocery_net",57.48,"F","Marathon","TX","0",30
"308090","grocery_pos",133.58,"M","Port Ewen","NY","0",54
"308182","grocery_pos",197.75,"F","Florence","MS","0",36
"308244","misc_pos",9.57,"F","Meridian","TX","0",50
"308333","entertainment",30.72,"M","Harborcreek","PA","0",74
"308457","grocery_net",36.79,"F","Centerview","MO","0",31
"308512","misc_pos",50.55,"F","San Jose","CA","0",65
"308642","home",26.34,"F","Daly City","CA","0",29
"308644","health_fitness",78.57,"M","Doe Hill","VA","0",34
"308719","kids_pets",17.89,"M","Manley","NE","0",53
"309022","health_fitness",90.05,"F","Morrisdale","PA","0",33
"309073","home",60.51,"M","Alton","IA","0",19
"309116","health_fitness",6.78,"F","Orient","WA","0",42
"309319","food_dining",53.07,"M","Lahoma","OK","0",31
"309333","food_dining",235.39,"F","Edisto Island","SC","0",23
"309504","food_dining",57.99,"M","Manderson","SD","0",40
"309627","home",37.54,"M","Riverton","WY","0",27
"309663","personal_care",6.66,"F","Maysville","KY","0",49
"309677","kids_pets",59.12,"M","West Harrison","NY","0",43
"309771","food_dining",32.92,"F","Barnstable","MA","0",57
"309884","grocery_net",47.19,"M","Murfreesboro","TN","0",42
"309991","misc_pos",14.47,"F","Blackville","SC","0",54
"310008","misc_pos",4.71,"F","Barnstable","MA","0",57
"310019","shopping_net",48.62,"F","Marietta","SC","0",86
"310130","misc_pos",1.71,"F","Hopkins","SC","0",71
"310373","gas_transport",66.68,"M","Rock Tavern","NY","0",83
"310646","home",36.09,"F","Wilmington","NC","0",37
"310766","home",83.6,"F","Barnstable","MA","0",57
"310931","food_dining",10.82,"M","Muskegon","MI","0",25
"311107","home",56.15,"F","Jelm","WY","0",46
"311297","entertainment",68.8,"M","Big Creek","KY","0",36
"311307","home",135.09,"M","Southfield","MI","0",46
"311573","shopping_pos",1060.9,"M","Burke","VA","1",70
"311655","food_dining",9.82,"F","Shields","ND","0",31
"311798","grocery_pos",47.57,"M","Wauchula","FL","0",27
"311943","gas_transport",71.28,"F","Lowell","OR","0",55
"312078","misc_net",6.56,"F","Cowlesville","NY","0",37
"312102","grocery_pos",78.41,"M","Cokeburg","PA","0",31
"312175","grocery_pos",151.95,"M","Ruth","NV","0",74
"312267","grocery_pos",55.09,"F","Hooper","NE","0",47
"312343","misc_pos",20.93,"F","Tiptonville","TN","0",56
"312414","shopping_pos",7.68,"M","North Augusta","SC","0",78
"312433","shopping_pos",7.67,"M","Lohrville","IA","0",66
"312450","shopping_net",92.88,"M","Egan","LA","0",48
"312537","grocery_pos",95.59,"F","Lomax","IL","0",48
"312636","grocery_pos",93.22,"F","Hurley","SD","0",48
"312666","gas_transport",94.49,"M","Haw River","NC","0",36
"312693","personal_care",7.12,"F","Altair","TX","0",37
"312902","food_dining",6.14,"F","Centerview","MO","0",31
"312915","shopping_pos",3.34,"F","Mountain Park","OK","0",37
"312925","kids_pets",50.5,"M","East Rochester","NY","0",92
"312963","personal_care",73.84,"M","Tower Hill","IL","0",40
"312994","shopping_pos",9.81,"M","Gretna","LA","0",48
"313135","kids_pets",13.54,"F","Alpharetta","GA","0",23
"313268","health_fitness",77.77,"M","Kent","OR","0",78
"313572","shopping_pos",415.85,"F","Juliette","GA","0",30
"313597","health_fitness",29.68,"F","Pecos","TX","0",33
"313697","food_dining",55.02,"M","Egan","LA","0",48
"313875","kids_pets",3.25,"F","Hedley","TX","0",44
"313878","entertainment",59.82,"F","North Loup","NE","0",40
"313897","food_dining",62.2,"M","Du Pont","GA","0",30
"313899","health_fitness",52,"M","Mount Perry","OH","0",67
"314177","shopping_pos",3.21,"F","Napa","CA","0",35
"314195","personal_care",32.92,"M","Claremont","CA","0",64
"314303","home",166.61,"F","Grimesland","NC","0",27
"314309","food_dining",3.47,"F","Redford","MO","0",46
"314399","grocery_pos",107.76,"M","Pembroke","NC","0",65
"314441","gas_transport",47.94,"M","Detroit","MI","0",74
"314563","grocery_net",13.18,"F","Pembroke Township","IL","0",16
"314614","grocery_pos",184.43,"F","Independence","MO","0",28
"314631","grocery_pos",180.96,"F","Houston","TX","0",36
"314663","shopping_net",44.83,"F","Gadsden","AL","0",50
"314744","misc_net",174.99,"F","Colorado Springs","CO","0",28
"314758","misc_net",92.44,"F","Manville","WY","0",40
"315066","misc_net",9.97,"M","Alexandria","VA","0",29
"315197","grocery_pos",200.81,"F","Daly City","CA","0",29
"315233","shopping_pos",4.45,"F","Noonan","ND","0",52
"315291","gas_transport",43.8,"F","Brooklyn","NY","0",21
"315333","shopping_pos",149.88,"M","Irwinton","GA","0",45
"315483","grocery_pos",152.28,"F","Henderson","WV","0",74
"315555","gas_transport",47.76,"M","Utica","KS","0",58
"315626","home",75.81,"M","Zaleski","OH","0",42
"315634","health_fitness",42.28,"M","Chester Heights","PA","0",75
"315748","food_dining",102.02,"M","Harborcreek","PA","0",74
"315753","health_fitness",25.54,"F","Battle Creek","IA","0",23
"315801","health_fitness",74.15,"M","Doe Hill","VA","0",34
"315811","home",91.19,"M","Cokeburg","PA","0",31
"315851","shopping_pos",471.14,"F","Tupper Lake","NY","0",44
"316014","home",76.42,"M","Montandon","PA","0",46
"316090","shopping_net",6.92,"F","Huntington Beach","CA","0",44
"316169","kids_pets",45.02,"M","Hudson","NY","0",22
"316187","personal_care",26.63,"F","Downsville","NY","0",30
"316213","kids_pets",45.44,"F","Newhall","CA","0",49
"316307","kids_pets",6.72,"M","Sauk Rapids","MN","0",33
"316352","food_dining",1.28,"M","Elizabethtown","KY","0",30
"316432","personal_care",14.87,"F","Bellmore","NY","0",50
"316517","kids_pets",63.7,"F","Logan","IL","0",44
"316548","home",33.77,"M","Cadiz","KY","0",59
"316646","entertainment",9.56,"M","Naples","FL","0",41
"317028","home",26.31,"F","Hooper","NE","0",47
"317112","home",67.78,"F","Bellmore","NY","0",50
"317278","personal_care",72.63,"F","Washington","DC","0",34
"317285","shopping_pos",99.23,"M","Rockwood","PA","0",44
"317648","grocery_pos",238.72,"F","Manistique","MI","0",41
"317828","misc_pos",49.5,"M","Cadiz","KY","0",59
"317840","grocery_pos",113.1,"M","Sontag","MS","0",62
"317989","gas_transport",46.94,"F","East Canaan","CT","0",33
"318055","grocery_net",100.23,"F","Saint Amant","LA","0",43
"318074","grocery_pos",109.21,"F","Mulberry Grove","IL","0",46
"318091","grocery_pos",109.03,"M","Mayersville","MS","0",41
"318198","misc_pos",2.11,"F","Mansfield","OH","0",52
"318251","misc_pos",725.64,"F","Hurricane","WV","0",40
"318291","misc_pos",39.38,"F","Higganum","CT","0",56
"318303","grocery_net",46.54,"F","Leonard","TX","0",43
"318402","misc_pos",51.98,"F","Maysville","KY","0",49
"318447","grocery_pos",121.91,"M","Norwalk","CA","0",47
"318651","shopping_net",4.41,"M","Seneca","WI","0",58
"318942","misc_pos",62.7,"F","Brooklyn","NY","0",21
"319031","shopping_pos",610.17,"F","Lakeport","CA","0",48
"319035","personal_care",18.77,"M","Mc Nabb","IL","0",64
"319117","home",3.41,"F","North Loup","NE","0",40
"319134","home",102.92,"M","Lakeview","MI","0",44
"319163","home",32.86,"F","Heart Butte","MT","0",48
"319206","entertainment",63.2,"M","Pikesville","MD","0",43
"319216","shopping_pos",8.05,"F","Baroda","MI","0",39
"319445","food_dining",221.62,"M","Highland","IN","0",38
"319636","food_dining",24.71,"F","Red River","NM","0",32
"319637","health_fitness",5.87,"M","Thida","AR","0",20
"319651","home",171.23,"F","Vanderbilt","PA","0",33
"319702","personal_care",8.84,"F","Steuben","ME","0",61
"319907","entertainment",163.08,"M","Moriarty","NM","0",32
"319909","home",84.33,"M","Cazenovia","WI","0",36
"319924","kids_pets",120.19,"F","Laguna Hills","CA","0",51
"320018","health_fitness",73.62,"M","Egan","LA","0",48
"320033","kids_pets",48.83,"F","Prairie Hill","TX","0",64
"320099","shopping_pos",140.24,"M","Olmsted","IL","0",38
"320175","personal_care",46.87,"F","Sherman","TX","0",50
"320246","personal_care",74.86,"F","Creedmoor","NC","0",33
"320543","health_fitness",47.08,"F","Sunflower","MS","0",34
"320565","kids_pets",19.03,"M","Amsterdam","OH","0",59
"320727","grocery_pos",154.18,"M","Powell","TN","0",51
"320902","grocery_net",66.86,"F","Florence","MS","0",36
"321040","shopping_pos",5.17,"M","Carlisle","IN","0",82
"321093","gas_transport",41.15,"F","Cascade Locks","OR","0",84
"321138","gas_transport",64.55,"F","Halstad","MN","0",48
"321163","grocery_pos",94.28,"M","Oak Hill","NY","0",49
"321168","misc_pos",29.52,"M","Kissee Mills","MO","0",40
"321184","misc_net",73.43,"F","Scotland","MD","0",44
"321278","entertainment",83.95,"F","Pembroke Township","IL","0",16
"321304","kids_pets",134.39,"F","Issaquah","WA","0",36
"321308","entertainment",2.4,"M","Glade Spring","VA","0",33
"321309","food_dining",58.26,"F","Fulton","SD","0",65
"321433","personal_care",65.38,"F","Fort Washakie","WY","0",34
"321437","travel",6.57,"F","Dunlevy","PA","0",69
"321552","personal_care",9,"F","Meredith","CO","0",81
"321649","entertainment",43.1,"M","Arcadia","MI","0",54
"321754","kids_pets",4.29,"F","Hinckley","OH","0",32
"321775","home",47.51,"M","Wales","AK","0",81
"321814","health_fitness",7.15,"M","Pewee Valley","KY","0",90
"321843","home",38.1,"F","Hinesburg","VT","0",22
"321844","food_dining",98.98,"F","Scotts Mills","OR","0",83
"321879","travel",8.45,"F","Wetmore","MI","0",48
"321909","kids_pets",56.07,"M","Gretna","LA","0",48
"321919","kids_pets",64.11,"F","Lakeport","CA","0",48
"321932","entertainment",58.57,"F","San Jose","CA","0",23
"321944","misc_pos",9.34,"F","Red River","NM","0",32
"322046","health_fitness",9.59,"M","Moorhead","MS","0",21
"322112","shopping_net",3.13,"M","Bronx","NY","0",30
"322159","home",85.79,"F","Vanderbilt","PA","0",33
"322178","grocery_net",42.66,"F","Marathon","TX","0",30
"322217","grocery_pos",68.82,"M","Powell","TN","0",51
"322311","gas_transport",56.26,"M","Sardis","AL","0",88
"322389","grocery_pos",107.27,"M","Moulton","IA","0",59
"322723","misc_pos",6.9,"F","Holcomb","KS","0",27
"322770","shopping_net",135.79,"F","Rule","TX","0",66
"322877","shopping_pos",3.01,"M","Elizabeth","NJ","0",40
"323098","travel",3.05,"M","Afton","MI","0",62
"323125","entertainment",35.94,"M","Parkers Lake","KY","0",52
"323162","home",39.67,"M","Scarborough","ME","0",87
"323259","kids_pets",57.01,"M","Schaefferstown","PA","0",38
"323335","shopping_pos",23.66,"F","Superior","AZ","0",33
"323420","home",38.21,"F","Republic","MI","0",56
"323439","kids_pets",99.07,"F","Hinesburg","VT","0",22
"323528","health_fitness",114.54,"F","Bradley","SC","0",36
"323918","gas_transport",41.38,"F","Hannawa Falls","NY","0",29
"323936","misc_pos",23.79,"M","Knowlesville","NY","0",56
"324011","shopping_net",121.5,"M","Big Creek","KY","0",36
"324193","grocery_pos",105.78,"M","Parks","AZ","0",63
"324227","shopping_pos",8.03,"M","Payson","IL","0",51
"324312","misc_net",9.21,"F","Daly City","CA","0",29
"324321","shopping_pos",8.06,"F","Brownville","NY","0",62
"324403","grocery_pos",89.83,"M","Farmington","NY","0",68
"324467","misc_net",66.47,"M","Doe Hill","VA","0",34
"324535","misc_pos",52.16,"F","Creedmoor","NC","0",33
"324637","home",92.24,"M","Helm","CA","0",47
"324724","health_fitness",5.66,"F","Superior","AZ","0",33
"324789","shopping_net",9.03,"F","Diamond","OH","0",37
"324825","travel",2.74,"M","Sacramento","CA","0",41
"324849","home",13.54,"M","Laredo","TX","0",49
"324871","shopping_pos",3.21,"F","Arcadia","SC","0",31
"325054","misc_pos",204.71,"F","Ranier","MN","0",20
"325106","entertainment",34.13,"F","Thomas","WV","0",39
"325368","home",19.49,"M","Jackson","MS","0",48
"325385","shopping_net",133.75,"F","Manquin","VA","0",21
"325447","shopping_pos",1.39,"F","Rockwell","IA","0",38
"325718","shopping_net",9.32,"F","West Sayville","NY","0",30
"325839","grocery_net",26.08,"M","Glendale","CA","0",38
"325852","grocery_net",42.92,"M","Lahoma","OK","0",31
"326008","grocery_pos",96.91,"M","Schaefferstown","PA","0",38
"326238","gas_transport",57,"F","Orient","WA","0",42
"326256","grocery_pos",86.87,"F","Eldridge","AL","0",34
"326695","entertainment",21.43,"M","Ruth","NV","0",74
"327044","misc_pos",38.78,"M","Pittsburgh","PA","0",47
"327180","personal_care",59.18,"F","Dongola","IL","0",36
"327265","shopping_net",64.05,"F","Phenix City","AL","0",36
"327279","entertainment",16.73,"F","Esbon","KS","0",33
"327283","shopping_pos",126.81,"F","Ranier","MN","0",20
"327284","health_fitness",11.62,"F","Brooklyn","NY","0",21
"327370","misc_net",5.72,"M","San Antonio","TX","0",25
"327446","shopping_pos",5.82,"F","Thomas","OK","0",34
"327484","home",60.48,"F","Independence","MO","0",28
"327774","grocery_pos",64.62,"M","Chester","MD","0",39
"327785","gas_transport",48.19,"M","Parsonsfield","ME","0",64
"327795","entertainment",1.99,"F","Grand Ridge","FL","0",72
"327824","grocery_pos",104.35,"F","Center Point","WV","0",49
"327860","shopping_pos",5.31,"F","Sterling City","TX","0",58
"327941","misc_net",96.37,"F","Corsica","PA","0",71
"328025","grocery_net",66.03,"F","Wilmington","NC","0",37
"328114","shopping_net",1.58,"F","North Prairie","WI","0",78
"328365","gas_transport",60.05,"M","Great Mills","MD","0",47
"328384","grocery_pos",114.7,"F","Karnack","TX","0",89
"328716","entertainment",90.34,"M","June Lake","CA","0",93
"328718","food_dining",11.58,"F","Moro","IL","0",48
"329003","kids_pets",150.45,"M","Grantham","NH","0",72
"329138","shopping_net",9.32,"F","Newhall","CA","0",49
"329151","shopping_pos",1.75,"F","Orangeburg","NY","0",49
"329160","health_fitness",42.98,"F","Newhall","CA","0",49
"329297","travel",618.09,"M","Collegeville","MN","0",39
"329527","shopping_pos",5,"M","Reno","NV","0",23
"329720","personal_care",12.39,"M","Titusville","FL","0",33
"329759","health_fitness",72.59,"M","Turner","MT","0",56
"329924","shopping_pos",32.87,"F","Creedmoor","NC","0",33
"329942","health_fitness",144.55,"F","Hurricane","WV","0",40
"330121","food_dining",30.25,"M","Huntsville","AL","0",47
"330152","personal_care",120.68,"M","Tickfaw","LA","0",69
"330174","misc_net",898.03,"F","Burrton","KS","1",23
"330254","home",9.03,"F","Hooper","NE","0",47
"330367","gas_transport",49.75,"F","Heart Butte","MT","0",48
"330624","gas_transport",71.57,"F","Cressona","PA","0",54
"330672","shopping_net",2.7,"F","West Columbia","SC","0",91
"330718","grocery_pos",70.97,"M","Wauchula","FL","0",27
"330749","grocery_pos",64.78,"M","Lima","OH","0",28
"331077","grocery_net",48.97,"F","Kilgore","TX","0",37
"331188","shopping_pos",54.13,"F","Naples","FL","0",86
"331285","gas_transport",68.66,"M","Chester","MD","0",39
"331312","grocery_pos",124.11,"F","Prairie Hill","TX","0",64
"331321","grocery_net",64.74,"M","Schaumburg","IL","0",51
"331549","food_dining",171.89,"F","Sterling City","TX","0",58
"331609","home",71.52,"M","Easton","KS","0",38
"331650","entertainment",85.91,"F","Mill Creek","PA","0",34
"331672","kids_pets",73.69,"F","Lahoma","OK","0",68
"331757","personal_care",5.45,"M","Monetta","SC","0",54
"331767","food_dining",50.67,"M","Avera","GA","0",34
"331868","home",32.21,"F","Mulberry Grove","IL","0",46
"331898","personal_care",6.43,"F","Conway","WA","0",36
"331975","health_fitness",55.53,"M","Zavalla","TX","0",35
"332176","food_dining",21.32,"M","Damascus","VA","0",30
"332228","health_fitness",12.43,"M","Norman Park","GA","0",17
"332237","kids_pets",59.13,"F","Grover","NC","0",47
"332306","kids_pets",58.88,"F","Hinesburg","VT","0",22
"332332","home",10.91,"M","Lakeland","FL","0",59
"332336","health_fitness",19.01,"F","Houston","TX","0",36
"332725","kids_pets",24.66,"M","Dieterich","IL","0",58
"333051","travel",3.94,"F","Hinesburg","VT","0",22
"333167","food_dining",5.67,"F","Milford","OH","0",24
"333186","personal_care",4.47,"F","North Wilkesboro","NC","0",36
"333200","personal_care",2.26,"F","Plymouth","CT","0",47
"333300","shopping_pos",120.14,"M","Clune","PA","0",42
"333312","shopping_pos",292.88,"F","Plainfield","NJ","0",46
"333323","kids_pets",19.22,"M","Freedom","WY","0",53
"333414","shopping_pos",8.08,"F","Birmingham","IA","0",32
"333582","gas_transport",78.77,"F","Avoca","IA","0",49
"333681","grocery_pos",36.37,"M","Hancock","MD","0",36
"333773","misc_net",1.13,"M","Luzerne","MI","0",78
"333862","grocery_net",85.04,"F","Hawley","MN","0",71
"333872","grocery_net",22.36,"M","Murrayville","IL","0",17
"334057","food_dining",53.79,"M","Farmington","NY","0",68
"334094","gas_transport",64.88,"M","Edmond","OK","0",27
"334130","shopping_net",94.67,"M","Bridger","MT","0",42
"334340","misc_net",6.14,"M","Holliday","TX","0",56
"334373","shopping_net",5.41,"M","Ollie","IA","0",51
"334483","gas_transport",49.42,"F","Oran","IA","0",48
"334516","misc_pos",57.62,"F","Indianapolis","IN","0",45
"334544","misc_net",1.1,"F","Bauxite","AR","0",45
"334576","grocery_pos",85.08,"F","Spirit Lake","ID","0",63
"334585","grocery_pos",106.56,"F","Bridgeport","NJ","0",40
"334947","kids_pets",119.35,"F","Unionville","MO","0",70
"335018","kids_pets",113.75,"F","Altonah","UT","0",30
"335239","home",137.6,"F","Bradley","SC","0",36
"335295","misc_pos",10.83,"M","Bowdoin","ME","0",23
"335340","home",16.05,"M","Glendale","CA","0",38
"335402","home",28.38,"M","Falmouth","MI","0",65
"335519","home",32.87,"M","Indianapolis","IN","0",33
"335600","home",95.64,"F","Leonard","TX","0",43
"335657","entertainment",9.39,"F","Notrees","TX","0",51
"335762","shopping_net",73.52,"M","Reno","NV","0",23
"335853","shopping_net",9.06,"F","Mulberry Grove","IL","0",46
"336113","kids_pets",20.57,"F","Wichita","KS","0",90
"336146","personal_care",114.61,"F","Matthews","MO","0",41
"336218","home",29.6,"F","Washington Court House","OH","0",81
"336372","food_dining",40.21,"F","Cascade Locks","OR","0",84
"336405","shopping_pos",160.63,"M","Grand Junction","TN","0",46
"336444","entertainment",63.38,"M","Mallie","KY","0",94
"336476","kids_pets",6.92,"F","Keisterville","PA","0",75
"336696","misc_pos",2.22,"F","Ash Flat","AR","0",94
"336849","grocery_net",27.59,"F","Sherman","TX","0",50
"336920","entertainment",4.26,"F","Minneapolis","MN","0",53
"336978","gas_transport",72.18,"M","North Judson","IN","0",61
"337010","misc_net",8.44,"F","Littleton","CO","0",45
"337223","shopping_pos",2.36,"F","Esbon","KS","0",33
"337343","entertainment",73.61,"M","Heidelberg","MS","0",32
"337376","home",64.06,"F","Viola","AR","0",34
"337429","shopping_pos",8.77,"F","Leonard","TX","0",43
"337553","home",27.32,"F","Harwood","MD","0",87
"337617","entertainment",71.63,"M","Allentown","NY","0",64
"337622","kids_pets",6.36,"M","Arcadia","MI","0",54
"337712","kids_pets",51.33,"M","Corriganville","MD","0",60
"337739","health_fitness",136.16,"M","Grant","AL","0",48
"337796","food_dining",129.22,"F","Barnstable","MA","0",57
"337800","travel",9.8,"F","Mc Clellandtown","PA","0",49
"337850","shopping_net",2.43,"F","Tyler","TX","0",36
"337919","home",21.81,"M","Waukesha","WI","0",74
"337962","food_dining",50.36,"M","Rumely","MI","0",30
"338180","gas_transport",72.72,"F","Uledi","PA","0",37
"338202","misc_pos",41.32,"M","Mount Saint Joseph","OH","0",46
"338300","shopping_net",30.99,"F","Dexter","KS","0",62
"338485","grocery_pos",197.22,"F","Vero Beach","FL","0",34
"338781","grocery_pos",105.43,"F","Meadville","MS","0",59
"338895","food_dining",6,"F","Kingsford Heights","IN","0",22
"339219","food_dining",40.93,"F","Ogdensburg","NJ","0",26
"339269","food_dining",23.21,"F","Kirby","OH","0",63
"339376","entertainment",169.38,"M","Hatch","UT","0",59
"339450","personal_care",2.01,"F","Naples","FL","0",86
"339554","shopping_net",8.67,"F","Leonard","TX","0",43
"339564","shopping_pos",856.42,"F","Elberta","MI","0",25
"339586","kids_pets",70.33,"M","Moab","UT","0",31
"339757","entertainment",155.5,"F","Umatilla","FL","0",34
"339771","kids_pets",36.05,"F","Rock Springs","WY","0",36
"339957","shopping_net",1.2,"M","Wales","AK","0",81
"340012","grocery_pos",58.96,"M","Pueblo","CO","0",32
"340065","gas_transport",76.23,"M","Arnold","MO","0",35
"340090","gas_transport",56.68,"F","Port Gibson","NY","0",58
"340399","misc_net",3.06,"M","Parsonsfield","ME","0",64
"340535","grocery_net",44.23,"F","Tulsa","OK","0",49
"340657","kids_pets",105.18,"M","Tyaskin","MD","0",55
"340896","shopping_pos",155.65,"M","Hovland","MN","0",19
"341198","home",45.79,"M","Ruckersville","VA","0",45
"341225","food_dining",50.47,"F","Beaver Falls","PA","0",20
"341239","personal_care",78.67,"M","Grand Junction","TN","0",46
"341254","health_fitness",110.48,"F","Paris","MS","0",59
"341328","personal_care",9.82,"M","Clarinda","IA","0",30
"341434","personal_care",40.65,"F","Blairsden-Graeagle","CA","0",53
"341452","personal_care",1.7,"F","Montrose","NY","0",60
"341654","shopping_pos",9.24,"M","Cross","SC","0",47
"341800","gas_transport",72.49,"F","University","MS","0",19
"342012","grocery_net",71.19,"F","Stanchfield","MN","0",25
"342021","misc_pos",84.48,"F","Lahoma","OK","0",68
"342039","gas_transport",58.79,"F","Brunson","SC","0",46
"342101","shopping_pos",4.71,"F","Coleharbor","ND","0",90
"342103","entertainment",6.28,"M","Lubbock","TX","0",68
"342147","gas_transport",72.27,"M","Turner","MT","0",56
"342288","grocery_pos",48.67,"M","Detroit","MI","0",53
"342414","misc_pos",124.19,"F","Lakeport","CA","0",48
"342514","shopping_pos",3.18,"F","Matthews","MO","0",41
"342529","food_dining",167.12,"M","Kenner","LA","0",79
"342556","health_fitness",77.57,"M","Ringwood","IL","0",35
"342775","food_dining",44.45,"F","Brandon","VT","0",45
"342792","entertainment",21.45,"M","Woodville","AL","0",41
"343044","shopping_net",5.34,"F","O Brien","TX","0",37
"343204","entertainment",35.82,"M","Bessemer","AL","0",31
"343213","entertainment",5.52,"M","Moorhead","MS","0",21
"343246","food_dining",1.38,"F","Mulberry Grove","IL","0",46
"343371","food_dining",57.26,"M","Mayersville","MS","0",41
"343475","home",78.26,"M","Saxon","WI","0",34
"343485","food_dining",49.49,"M","Port Charlotte","FL","0",36
"343550","shopping_pos",1.91,"M","Greenwich","NJ","0",55
"343642","gas_transport",88.2,"F","Whaleyville","MD","0",35
"343704","gas_transport",57.77,"M","Timberville","VA","0",58
"343720","gas_transport",65.29,"F","Bauxite","AR","0",45
"343754","gas_transport",54.82,"M","Chester Heights","PA","0",75
"343789","shopping_net",5.61,"M","Brinson","GA","0",85
"343816","food_dining",36.5,"M","Grantham","NH","0",72
"343953","gas_transport",75.3,"F","Clay Center","OH","0",55
"343968","grocery_pos",55.33,"M","Rockwood","PA","0",44
"344064","gas_transport",56.83,"F","Oakford","IL","0",53
"344079","grocery_pos",178.3,"F","Moundsville","WV","0",43
"344150","gas_transport",55.86,"F","Mill Creek","PA","0",34
"344320","grocery_pos",96.47,"F","Garrattsville","NY","0",75
"344334","gas_transport",86.94,"M","Cleveland","AL","0",43
"345035","entertainment",179.76,"M","Mc Nabb","IL","0",64
"345120","personal_care",6.03,"F","Jones","AL","0",49
"345248","home",210.86,"F","Maysville","KY","0",49
"345290","personal_care",76.19,"F","Lakeland","FL","0",41
"345296","kids_pets",11.25,"F","Elberta","MI","0",25
"345335","food_dining",9.6,"F","Littleton","CO","0",45
"345483","health_fitness",66.49,"F","Kirby","OH","0",63
"345743","home",51.42,"F","Grassflat","PA","0",64
"345795","home",14.65,"F","Llano","NM","0",59
"345817","kids_pets",17.8,"F","Edisto Island","SC","0",23
"345939","personal_care",140.49,"F","Philadelphia","PA","0",35
"346030","home",15.88,"M","Murrayville","IL","0",17
"346111","home",111.37,"F","Cottekill","NY","0",30
"346268","shopping_net",56.78,"F","Brantley","AL","0",62
"346401","grocery_net",29.65,"M","Quanah","TX","0",22
"346425","grocery_net",70.99,"F","Knoxville","TN","0",26
"346444","entertainment",32.79,"F","Bay Minette","AL","0",91
"346451","grocery_pos",161.21,"M","Emmons","MN","0",52
"346526","grocery_pos",161.12,"M","Mesa","ID","0",55
"346591","grocery_pos",48.66,"M","Coffeeville","MS","0",36
"346660","shopping_pos",143.6,"M","Lonetree","WY","0",39
"346838","gas_transport",68,"F","Elberta","MI","0",25
"347027","shopping_pos",9.76,"M","Timberville","VA","0",58
"347232","shopping_pos",128.63,"M","Bristow","IN","0",38
"347398","shopping_net",41.6,"F","Port Saint Lucie","FL","0",86
"347655","entertainment",14.22,"F","Orient","WA","0",42
"347747","misc_pos",7.17,"M","Bronx","NY","0",30
"347814","home",55.96,"M","Burke","VA","0",70
"347974","shopping_pos",1.59,"F","Bellmore","NY","0",50
"348069","misc_pos",4.88,"F","Arcadia","SC","0",31
"348193","health_fitness",59.52,"F","Rockwell","IA","0",38
"348331","shopping_pos",247.35,"F","Orangeburg","NY","0",49
"348417","entertainment",148.77,"M","Thida","AR","0",20
"348657","shopping_net",2.47,"F","Newhall","CA","0",49
"348750","health_fitness",74.42,"M","Beaverdam","OH","0",42
"349544","gas_transport",44.67,"F","Eldridge","AL","0",34
"349657","shopping_pos",124.93,"M","Norman","AR","0",54
"349774","gas_transport",61.61,"F","Kirtland Afb","NM","0",42
"349834","misc_pos",8.27,"F","Paradise Valley","AZ","0",85
"349903","gas_transport",41.07,"M","North Judson","IN","0",61
"349926","misc_pos",32.19,"M","Big Creek","KY","0",36
"350037","grocery_pos",131.1,"F","River","KY","0",89
"350122","misc_net",12.79,"F","Altair","TX","0",37
"350175","grocery_pos",179.18,"F","Roma","TX","0",30
"350188","grocery_pos",67.82,"F","Manville","WY","0",40
"350233","misc_net",16.21,"F","Jermyn","PA","0",39
"350365","grocery_net",30.87,"M","Sachse","TX","0",35
"350511","misc_net",6.61,"M","Bolton","NC","0",75
"350548","grocery_pos",90.56,"M","Oxford","MI","0",60
"350619","shopping_pos",3.59,"F","Duncan","MS","0",65
"350986","shopping_net",7.95,"M","Edmond","OK","0",27
"351011","entertainment",95.68,"F","Mulberry Grove","IL","0",46
"351189","travel",1.18,"F","Jones","AL","0",49
"351190","travel",9.18,"F","Clay Center","OH","0",55
"351408","food_dining",66.4,"M","Norman Park","GA","0",17
"351468","travel",2.71,"M","Aurora","CO","0",51
"351519","shopping_pos",7.85,"F","Kirtland Afb","NM","0",42
"351555","entertainment",68.85,"M","Margaretville","NY","0",42
"351579","health_fitness",42.41,"F","Monitor","WA","0",51
"351611","entertainment",72.48,"M","Alton","IA","0",19
